"Run","TSSEnrichment","ReadsInTSS","ReadsInPromoter","ReadsInBlacklist","PromoterRatio","PassQC","NucleosomeRatio","nMultiFrags","nMonoFrags","nFrags","nDiFrags","DoubletScore","DoubletEnrichment","BlacklistRatio"
"SRR5354180",9.729,1243,5393,370,0.21554756195044,1,0.261979219207102,318,9913,12510,2279,27.8375655190521,3.2,0.0147881694644285
"SRR5353905",12.84,1848,7035,298,0.281197537772804,1,0.235456790123457,312,10125,12509,2072,54.0179830151353,4.2,0.0119114237748821
"SRR5354468",12.237,1446,5797,273,0.23188,1,0.440756108805901,968,8676,12500,2856,35.2187277893649,3.5,0.01092
"SRR5353913",13.198,1533,6094,379,0.243896582085968,1,0.291132699462588,590,9676,12493,2227,0,1.3,0.0151684943568398
"SRR5353542",18.079,2109,7204,242,0.288714331516512,1,0.266856214459789,473,9848,12476,2155,0,0.8,0.00969862135299776
"SRR5353985",11.957,1111,4297,794,0.172459463798362,1,1.13066529844365,2422,5847,12458,4189,133.670730060183,6.6,0.0318670733665115
"SRR5355716",16.268,1947,6768,356,0.27163268582437,1,0.0993646311330745,37,11332,12458,1089,0,0.2,0.0142880077058918
"SRR5353707",13.649,1930,7898,316,0.317367194406494,1,0.567918346774194,1639,7936,12443,2868,0,0.6,0.0126979024351041
"SRR5353647",17.325,2126,8024,176,0.322533965752874,1,0.449260165443318,762,8583,12439,3094,25.8330800081771,3.1,0.00707452367553662
"SRR5354734",19.015,2199,8097,318,0.325756356614097,1,0.602785659014702,1096,7754,12428,3578,0,0.1,0.0127936916639846
"SRR5353414",11.552,1616,6191,344,0.249576715310812,1,0.272102564102564,451,9750,12403,2202,0,0,0.013867612674353
"SRR5354177",12.147,1417,5702,438,0.230216408268734,1,0.226867446007529,318,10094,12384,1972,0,0.5,0.0176841085271318
"SRR5355724",15.126,1543,5659,412,0.229202106115836,1,0.184968324054521,103,10418,12345,1824,0,0.7,0.0166869177804779
"SRR5353698",16.101,2049,7547,239,0.306091823491239,1,0.563673262303399,1694,7884,12328,2750,90.8378763280405,5.4,0.00969338092147956
"SRR5355001",12.398,1152,4497,272,0.18244888023369,1,1.24603608529251,3393,5487,12324,3444,164.133278252098,7.4,0.0110353781239857
"SRR5354210",9.16,1804,6823,878,0.276929945612469,1,0.316132478632479,395,9360,12319,2564,54.0179830151353,4.2,0.0356360094163487
"SRR5355839",12.915,1474,5709,1208,0.231941171690908,1,1.25775087139974,2783,5451,12307,4073,0,0.5,0.0490777606240351
"SRR5355300",7.371,670,3168,365,0.128749085588881,1,0.508830022075055,1104,8154,12303,3045,0,0.1,0.0148337803787694
"SRR5354743",18.776,2323,8387,350,0.342298587870378,1,0.593729673474698,1110,7687,12251,3454,9.80356609405896,2.3,0.0142845482001469
"SRR5353750",17.748,1927,7185,324,0.293456951478517,1,0.789504458412513,2154,6841,12242,3247,115.17616690741,6.1,0.0132331318412024
"SRR5354509",16.882,1833,6592,272,0.269545305855414,1,0.42600583090379,846,8575,12228,2807,65.6381047041353,4.6,0.0111220150474321
"SRR5354455",20.058,2036,6654,351,0.272749631087063,1,0.889990703439727,1981,6454,12198,3763,48.4785910478643,4,0.014387604525332
"SRR5355758",11.801,1609,6520,473,0.267278839058785,1,0.390763968072976,493,8770,12197,2934,3.93216844700902,1.9,0.0193900139378536
"SRR5353853",10.272,581,2337,480,0.0959280847221082,1,0.694158553546593,1245,7190,12181,3746,5.41688457717756,2,0.0197028158607668
"SRR5355790",10.216,1264,4958,416,0.20404971602601,1,0.333296751536435,526,9112,12149,2511,75.1425701192758,4.9,0.0171207506790682
"SRR5353643",17.822,1890,7783,392,0.32041992589543,1,0.473550109196797,944,8242,12145,2959,323.306215343116,11.6,0.0161383285302594
"SRR5353633",13.484,1430,5484,357,0.226911618669315,1,0.363420963556358,764,8863,12084,2457,1.56970865191051,1.7,0.0147715988083416
"SRR5354967",13.456,897,3575,288,0.148118992376533,1,1.40063656256216,3373,5027,12068,3668,54.0179830151353,4.2,0.0119323831620815
"SRR5355805",18.442,1397,5157,701,0.213823700140974,1,0.972035977105478,2105,6115,12059,3839,0,1.1,0.0290654283108052
"SRR5354209",14.024,1381,4943,271,0.205308190729357,1,0.267291293820402,540,9499,12038,1999,270.91848974055,9.9,0.0112560225951155
"SRR5354730",17.224,2105,7641,236,0.320619335347432,1,0.892930897537728,1268,6295,11916,4353,0,1,0.0099026518966096
"SRR5354911",14.175,1174,4091,482,0.171703181398472,1,0.850994406463642,953,6436,11913,4524,94.5270966140051,5.5,0.0202300008394191
"SRR5353461",14.142,1914,6931,318,0.290973971452561,1,0.222165212929708,318,9745,11910,1847,0,0.4,0.0133501259445844
"SRR5354839",19.091,2121,7605,243,0.319484120315913,1,0.431905678537055,747,8312,11902,2843,32.5191691780254,3.4,0.0102083683414552
"SRR5354231",12.453,1591,5837,432,0.246849361414193,1,0.32902428057554,295,8896,11823,2632,180.003728377949,7.8,0.0182694747526009
"SRR5353712",17.103,1762,6785,308,0.288821726545207,1,0.578127099287921,1874,7443,11746,2429,168.500728440054,7.5,0.0131108462455304
"SRR5355705",17.061,1413,5065,194,0.215807413719642,1,0.326438340680457,579,8847,11735,2309,0,0.1,0.00826587132509587
"SRR5354832",13.243,1819,7134,182,0.305028219599795,1,0.365005252713902,667,8567,11694,2460,32.5191691780254,3.4,0.00778176842825381
"SRR5355448",13.592,1915,7170,364,0.306908655080901,1,0.345117457392907,411,8684,11681,2586,0,0.5,0.0155808578032703
"SRR5353607",19.061,2108,7267,287,0.311140606268197,1,0.470595642866138,851,7941,11678,2886,9.80356609405896,2.3,0.0122880630244905
"SRR3986215",23.105,2882,9327,558,0.399614395886889,1,0.0543910372244308,60,11068,11670,542,196.271236625556,8.2,0.0239074550128535
"SRR5355967",14.521,1100,4232,555,0.181319622964867,1,2.747591522158,3914,3114,11670,4642,0,1.5,0.0237789203084833
"SRR5353837",17.891,2069,7110,453,0.304783950617284,1,0.589967284623773,1296,7336,11664,3032,0,1.3,0.0194187242798354
"SRR5355730",15.337,1642,5974,298,0.257278208440999,1,0.183848271642704,198,9807,11610,1605,0,0.2,0.0128337639965547
"SRR5353724",21.109,1663,5702,680,0.246946730186228,1,0.63226353739573,1609,7073,11545,2863,8.37641057222779,2.2,0.0294499783456042
"SRR5354702",39.372,2545,8662,470,0.376052791525571,1,1.38447204968944,2328,4830,11517,4359,104.31955311417,5.8,0.0204046192584875
"SRR5354937",13.715,1503,5488,259,0.238795579148899,1,0.643214643214643,2028,6993,11491,2470,0,0.6,0.0112696893220781
"SRR5354394",13.87,1569,5653,260,0.246532926297427,1,0.921723097552799,1776,5966,11465,3723,133.670730060183,6.6,0.0113388573920628
"SRR5353635",16.97,1534,5681,287,0.247840502573946,1,0.417388078159782,904,8086,11461,2471,54.0179830151353,4.2,0.012520722450048
"SRR5353993",17.109,1944,7477,361,0.326392526628252,1,1.10396767083027,2379,5444,11454,3631,0,0.4,0.0157586869215994
"SRR3986161",30.499,1417,4465,248,0.195097439482653,1,0.411670367628917,740,8106,11443,2597,0,0,0.0108363191470768
"SRR5354144",15.004,1970,7152,393,0.312696747114376,1,0.590763666713034,1553,7189,11436,2694,152.077591682211,7.1,0.0171825813221406
"SRR5355838",13.921,1399,5430,199,0.237408184679958,1,1.36770186335404,2571,4830,11436,4035,0,0.2,0.00870059461350122
"SRR5354989",14.303,1618,6333,193,0.277446771225795,1,0.645710165825523,1884,6935,11413,2594,160.662521249647,7.3,0.00845527030579164
"SRR5355823",15.63,1476,5658,720,0.248005610589989,1,1.12976101568335,2296,5356,11407,3755,17.4367782746844,2.7,0.0315595686858946
"SRR5353709",17.822,1719,6236,190,0.27389318341532,1,0.581111111111111,1667,7200,11384,2517,13.6521142302001,2.5,0.00834504567814476
"SRR5355825",15.55,1335,4960,428,0.219003885552808,1,1.15736330729663,2319,5249,11324,3756,11.6790423073282,2.4,0.0188979159307665
"SRR5354260",14.187,1612,6389,264,0.283074878156845,1,1.07673905042326,1976,5434,11285,3875,43.131310042495,3.8,0.0116969428444838
"SRR5353637",11.571,1455,5171,471,0.229353322097046,1,0.345547863451898,724,8378,11273,2171,0,0.5,0.0208906236139448
"SRR3986169",28.008,1471,5179,276,0.229789688526045,1,0.231046537032991,291,9154,11269,1824,0,0.3,0.0122459845594108
"SRR5353899",19.543,1964,6840,259,0.303568258476833,1,0.236798770446811,343,9109,11266,1814,0,0.7,0.011494763003728
"SRR5355228",17.487,1307,4593,647,0.204715635585666,1,0.884428019485973,1352,5953,11218,3913,0,0.9,0.0288375824567659
"SRR5353935",9.309,912,4052,372,0.180989815972843,1,0.323950325251331,601,8455,11194,2138,0,0.5,0.0166160443094515
"SRR3986098",19.17,1820,6874,242,0.307809421457998,1,0.279624111849645,337,8726,11166,2103,8.37641057222779,2.2,0.0108364678488268
"SRR5355465",11.151,1267,5195,466,0.232917862266858,1,0.39994978659302,448,7966,11152,2738,65.6381047041353,4.6,0.0208931133428981
"SRR5354038",26.502,803,2891,546,0.129792583280955,1,1.21675955414013,2038,5024,11137,4075,0,0.8,0.0245128849780013
"SRR5354283",12.51,1314,5163,245,0.232316414686825,1,2.11609646662928,3514,3566,11112,4032,122.318270893836,6.3,0.0110241180705544
"SRR5354117",10.751,1417,5590,551,0.251643107949941,1,0.488474939694452,1012,7462,11107,2633,323.306215343116,11.4,0.0248041775456919
"SRR5355508",12.536,1589,6439,242,0.290411329604907,1,0.650684931506849,1518,6716,11086,2852,0,0,0.0109146671477539
"SRR5355470",21.317,1604,5456,176,0.246855488191114,1,0.399392174243384,401,7897,11051,2753,0,0,0.00796308026422948
"SRR5354004",21.018,2091,7327,529,0.331748619034683,1,0.91253896778663,1851,5774,11043,3418,30.4097182463603,3.3,0.023951824685321
"SRR5355529",16.906,1699,6271,314,0.28447650154237,1,0.730841708542714,1852,6368,11022,2802,323.306215343116,13.3,0.014244238795137
"SRR3986073",16.861,1703,6000,254,0.272232304900181,1,0.316135196464827,543,8373,11020,2104,0.655888142044136,1.6,0.011524500907441
"SRR5355793",14.185,1447,5481,770,0.249226991633321,1,1.08613166382091,2231,5271,10996,3494,0,1.3,0.03501273190251
"SRR5353665",20.997,1951,7168,234,0.326798577550834,1,0.542041619797525,1668,7112,10967,2187,0,0.6,0.0106683687425914
"SRR5354055",10.799,1696,6377,178,0.290841922831342,1,0.511304108078302,1190,7254,10963,2519,68.3134454277262,4.7,0.00811821581683846
"SRR5354961",13.269,1367,5145,334,0.234931506849315,1,0.732869124861529,1925,6319,10950,2706,323.306215343116,11,0.0152511415525114
"SRR5353556",12.806,789,3445,362,0.157377798081316,1,0.3360595703125,451,8192,10945,2302,8.37641057222779,2.2,0.0165372316126085
"SRR5356030",7.2,549,2456,273,0.112341048394474,1,4.5855901890649,4545,1957,10931,4429,192.622931314026,8.1,0.0124874210959656
"SRR5355490",14.246,1964,6743,335,0.309141756831102,1,0.625577582352064,1533,6709,10906,2664,0,0,0.0153585182468366
"SRR5354668",42.953,1757,6016,1544,0.276699475669212,1,0.90385288966725,917,5710,10871,4244,104.31955311417,5.8,0.0710146260693588
"SRR5353803",16.811,2029,6945,381,0.319545412717401,1,0.520923722883135,1444,7145,10867,2278,122.318270893836,6.3,0.0175301371123585
"SRR5354232",14.882,1473,5554,184,0.256228086362798,1,0.272513795937537,183,8517,10838,2138,133.670730060183,6.6,0.00848865104262779
"SRR5354934",15.208,1943,6986,180,0.323635689798944,1,0.699417414580381,1918,6351,10793,2524,45.4835536032843,3.9,0.00833873807097193
"SRR3986178",16.48,1240,4118,226,0.191999254009698,1,0.217391304347826,250,8809,10724,1665,0,0,0.0105371130175308
"SRR5353821",30.501,2064,7032,256,0.327923894795747,1,0.40450615666754,979,7634,10722,2109,160.662521249647,7.3,0.0119380712553628
"SRR5353725",21.053,2020,6758,373,0.31558793312786,1,0.678476250195955,1507,6379,10707,2821,0,1.4,0.0174185112543196
"SRR5353904",10.4,1418,5415,335,0.253084688726865,1,0.182622153437984,170,9046,10698,1482,0,0.1,0.0156571321742382
"SRR5354424",15.99,1728,6517,340,0.305818864382919,1,0.514139548102885,860,7037,10655,2758,81.4548780243773,5.1,0.015954950727358
"SRR5356146",12.36,955,3730,966,0.175512892904197,1,1.99071207430341,2898,3553,10626,4175,0,0.6,0.0454545454545455
"SRR5354594",15.419,1643,5847,218,0.27564586083349,1,0.428417508417508,847,7425,10606,2334,164.133278252098,7.4,0.0102772015840091
"SRR5353895",13.322,1581,7223,372,0.340611147788362,1,0.245945945945946,225,8510,10603,1868,77.9290137391847,5,0.0175422050363105
"SRR5354002",17.879,1887,6824,158,0.322434322434322,1,0.664621676891616,1626,6357,10582,2599,0,0.8,0.00746550746550747
"SRR5355817",10.912,1328,5284,500,0.24966924966925,1,1.30594900849858,2313,4589,10582,3680,0,0.2,0.0236250236250236
"SRR5354293",11.437,901,3638,181,0.172041993757685,1,1.72992512264395,1914,3873,10573,4786,0,1.1,0.00855953844698761
"SRR5353613",12.32,1319,5129,269,0.243241961491037,1,0.383051292142201,616,7623,10543,2304,0,1.2,0.012757279711657
"SRR5354742",24.115,2326,8072,288,0.383067577828398,1,0.528063814358231,935,6895,10536,2706,0,0.1,0.0136674259681093
"SRR5353822",14.558,2007,7190,296,0.34124347413384,1,0.446122168840082,1049,7285,10535,2201,141.11909779047,6.8,0.0140484100616991
"SRR5355489",20.888,2078,7090,356,0.336625201785206,1,0.615184049079755,1470,6520,10531,2541,0,0.2,0.0169024783971133
"SRR5355685",22.366,1762,5851,268,0.278142232363567,1,0.308860129417621,424,8036,10518,2058,0,0,0.0127400646510743
"SRR5353674",11.077,1309,5242,230,0.249714176829268,1,0.536299765807963,1447,6832,10496,2217,6.68799462495598,2.1,0.0109565548780488
"SRR5354165",10.564,1099,4323,224,0.206289368200038,1,0.320811798815076,373,7933,10478,2172,122.318270893836,6.3,0.0106890627982439
"SRR5355325",9.016,1111,4802,176,0.229826744519958,1,0.335250511247444,906,7824,10447,1717,0,0.8,0.00842347085287642
"SRR5356075",17.782,1356,5332,144,0.255854126679463,1,1.77570591369206,1328,3754,10420,5338,0,1,0.00690978886756238
"SRR5354542",27.776,2076,7132,160,0.343611485835421,1,1.63267376966007,2681,3942,10378,3755,1.56970865191051,1.7,0.00770861437656581
"SRR5353592",11.949,1237,4690,117,0.226613838422884,1,0.697785069729286,1079,6095,10348,3174,8.37641057222779,2.2,0.00565326633165829
"SRR5353894",14.717,1256,5349,226,0.26008946805407,1,0.307438016528926,444,7865,10283,1974,0,0.1,0.010989010989011
"SRR5354086",19.662,1688,6256,286,0.304428223844282,1,0.570620605319474,1320,6542,10275,2413,65.6381047041353,4.6,0.0139172749391727
"SRR5354206",11.673,1456,5280,360,0.25708442886357,1,0.266370699223085,321,8109,10269,1839,13.6521142302001,2.5,0.0175284837861525
"SRR5353834",14.107,2358,8258,360,0.403972214069073,1,0.354312972041871,694,7547,10221,1980,5.41688457717756,2,0.0176108012914588
"SRR5355004",13.762,1661,6358,232,0.311452924463603,1,0.457934580774175,1123,7001,10207,2083,0,0.1,0.0113647496815911
"SRR5353695",27.354,1782,6812,304,0.334282068897831,1,0.573347745521927,1341,6476,10189,2372,213.852119533482,8.6,0.0149180488762391
"SRR5354810",11.553,1336,4886,353,0.240784545633747,1,0.491400852565045,1184,6803,10146,2159,0,0.8,0.0173960181352257
"SRR5355683",12.481,1103,3799,244,0.188293021411578,1,0.447968996698723,598,6967,10088,2523,0,0.4,0.0120935765265662
"SRR5354005",11.311,1468,6480,320,0.32171581769437,1,0.675149700598802,1617,6012,10071,2442,62.3405321423916,4.5,0.015887200873796
"SRR5353680",15.158,865,3254,867,0.162181020733652,1,0.393526878733157,1004,7199,10032,1829,8.37641057222779,2.2,0.0432117224880383
"SRR5355114",20.342,1469,5353,239,0.267115768463074,1,0.49865390367933,740,6686,10020,2594,0,0.2,0.0119261477045908
"SRR5353387",15.338,1371,4905,322,0.244907130017975,1,0.275993883792049,382,7848,10014,1784,0,0.9,0.0160774915118834
"SRR5354938",18.849,1504,5774,249,0.289191625763798,1,0.53043078338188,1454,6523,9983,2006,234.708260288578,9.1,0.012471201041771
"SRR5355453",24.683,1421,4898,292,0.245415372281792,1,0.361577295674717,467,7329,9979,2183,323.306215343116,14.2,0.0146307245214951
"SRR5355964",14.22,991,3960,139,0.199115044247788,1,1.36818290069064,1982,4199,9944,3763,40.2471962177064,3.7,0.00698913917940467
"SRR5354493",11.48,1287,4710,332,0.237830741264391,1,0.387612107623318,704,7136,9902,2062,115.17616690741,6.1,0.0167642900424157
"SRR5353760",21.257,2308,8254,374,0.418644755528505,1,0.582089552238806,1519,6231,9858,2108,104.31955311417,5.8,0.0189693649827551
"SRR5353616",22.089,1874,6312,190,0.320406091370558,1,0.371866295264624,659,7180,9850,2011,17.4367782746844,2.7,0.00964467005076142
"SRR5355538",18.455,1398,5478,172,0.2783819493851,1,0.858168083097262,1454,5295,9839,3090,0,0,0.00874072568350442
"SRR5355401",15.546,1264,4771,150,0.242527450183001,1,0.280729166666667,270,7680,9836,1886,0,0.1,0.00762505083367222
"SRR5354935",15.632,1271,4823,224,0.245195729537367,1,0.760651629072682,1910,5586,9835,2339,270.91848974055,9.9,0.0113879003558719
"SRR5354444",21.268,1407,5236,348,0.267142857142857,1,0.289813108712819,436,7598,9800,1766,176.441935885275,7.7,0.0177551020408163
"SRR5353942",11.039,1756,6537,364,0.335230769230769,1,0.269200728976829,300,7682,9750,1768,0.655888142044136,1.6,0.0186666666666667
"SRR5356051",12.434,1080,4097,234,0.210447914526402,1,3.0643006263048,3530,2395,9734,3809,108.160735160026,5.9,0.012019724676392
"SRR5355732",14.474,1111,4035,242,0.207433682911783,1,0.153873531854312,135,8429,9726,1162,0,0.1,0.0124408801151553
"SRR5353876",15.576,1699,5930,504,0.305638593959386,1,0.231091370558376,253,7880,9701,1568,0,0.9,0.0259767034326358
"SRR5355773",10.887,1303,4865,224,0.250747345634471,1,0.847457627118644,1382,5251,9701,3068,0,0.5,0.0115452015256159
"SRR5353697",22.983,1741,6168,401,0.318463444857497,1,0.533006173816685,1288,6317,9684,2079,0,1.5,0.0207042544403139
"SRR5353870",20.692,1442,5360,244,0.276802313571576,1,0.264629049111808,278,7656,9682,1748,0,0.3,0.0126007023342285
"SRR5353880",19.173,1462,4993,321,0.258062848873269,1,0.176742488748327,109,8221,9674,1344,0,0.2,0.0165908621046103
"SRR5355089",15.811,1038,3768,235,0.195253394134107,1,1.07907778496014,1070,4641,9649,3938,54.0179830151353,4.2,0.0121774277127163
"SRR5353578",17.175,1275,4996,196,0.259532467532468,1,0.458996513566773,675,6597,9625,2353,2.8314446617132,1.8,0.0101818181818182
"SRR5355400",13.899,1495,5569,300,0.2893889004365,1,0.382074116633151,371,6962,9622,2289,0,0,0.0155892745790896
"SRR3986190",20.085,1988,6722,380,0.349376299376299,1,0.314387211367673,494,7319,9620,1807,0,0.3,0.0197505197505198
"SRR5355287",13.03,1316,4646,836,0.241526304845082,1,0.623017212284846,752,5926,9618,2940,0,0.1,0.0434601788313579
"SRR5353670",17.508,1618,5600,225,0.291393485274222,1,0.628368073207931,1652,5901,9609,2056,81.4548780243773,5.1,0.0117077739619107
"SRR5353450",12.574,1270,4667,264,0.243224932249322,1,0.265365338960696,350,7582,9594,1662,0,0.3,0.0137585991244528
"SRR5355943",13.142,1042,4070,150,0.212266611035778,1,4.95096213531968,4171,1611,9587,3805,40.2471962177064,3.7,0.00782309377281736
"SRR5354163",11.403,1192,4698,448,0.245557181685135,1,0.300081543897798,412,7358,9566,1796,129.583082224378,6.5,0.0234162659418775
"SRR5353591",17.765,1256,4540,200,0.237323575535808,1,0.504640553720308,702,6357,9565,2506,0,0.6,0.0104547830632514
"SRR3986131",12.649,1054,3643,660,0.191113209526807,1,0.0778016510234083,22,8843,9531,666,0,0,0.0346238589864652
"SRR5354999",9.646,643,2621,164,0.137903819846364,1,0.858232303480641,1801,5114,9503,2588,75.1425701192758,4.9,0.00862885404609071
"SRR5355669",15.165,1570,5727,361,0.301389327439217,1,0.525040128410915,638,6230,9501,2633,0,0.1,0.0189980002105042
"SRR5354115",24.826,2031,6715,217,0.353607161664034,1,0.54014598540146,928,6165,9495,2402,152.077591682211,7.1,0.0114270668773038
"SRR5354109",17.452,1604,6136,200,0.323628691983122,1,0.654161577386146,1295,5731,9480,2454,217.60506137131,8.7,0.0105485232067511
"SRR5355846",16.86,894,3546,287,0.187539665749947,1,1.52713178294574,2085,3741,9454,3628,0.655888142044136,1.6,0.015178760313095
"SRR5354879",13.056,1589,5055,315,0.267432017775897,1,0.309002770083103,210,7220,9451,2021,152.077591682211,7.1,0.0166649031848482
"SRR5355533",23.888,1327,5351,230,0.283271572260455,1,0.683600713012478,1510,5610,9445,2325,0,0,0.0121757543673902
"SRR5356133",21.066,1500,5057,166,0.268874946831136,1,2.03452726686028,2406,3099,9404,3899,0,0.5,0.00882603147596767
"SRR3986027",8.911,1134,4181,972,0.222346309295894,1,0.204303829896247,210,7807,9402,1385,172.017597862291,7.6,0.0516911295469049
"SRR5355802",11.132,995,3827,513,0.204893457543634,1,1.63515801354402,2132,3544,9339,3663,0,0.7,0.027465467394796
"SRR5354896",13.222,1509,5409,395,0.290182403433476,1,0.440717266965528,467,6469,9320,2384,97.509679298159,5.6,0.0211909871244635
"SRR5354883",25.266,1748,6023,178,0.323156991093465,1,0.273087431693989,305,7320,9319,1694,59.7405393991436,4.4,0.00955038094216118
"SRR5354903",15.387,1624,5910,192,0.317571198280494,1,0.346014754809779,454,6913,9305,1938,37.4272253319943,3.6,0.0103170338527673
"SRR5355544",13.959,1579,5492,66,0.295523030563926,1,0.617406440382942,1075,5745,9292,2472,0,0.2,0.00355144210073181
"SRR5355449",17.778,2029,7237,144,0.389966591227503,1,0.235059230666844,245,7513,9279,1521,0,0,0.00775945683802134
"SRR5354876",14.23,1466,4913,452,0.264994606256742,1,0.410314924691921,519,6573,9270,2178,19.2104906702686,2.8,0.0243797195253506
"SRR5353946",15.296,1290,4875,236,0.263001726370306,1,0.25821341297855,267,7366,9268,1635,0,0.4,0.0127319810099266
"SRR5355411",13.339,842,3509,208,0.189307293914545,1,0.230646660470057,131,7531,9268,1606,0,0,0.0112214069917997
"SRR5355623",17.735,1424,4158,204,0.224417098445596,1,1.18851878100638,1953,4233,9264,3078,0,0.1,0.0110103626943005
"SRR5353775",34.406,1946,7000,142,0.37895192724123,1,0.307474518686297,557,7064,9236,1615,204.547830672894,8.4,0.00768731052403638
"SRR5353577",11.155,1183,4591,236,0.2494566398609,1,0.291508771929825,413,7125,9202,1664,0,0.6,0.0128232992827646
"SRR5356047",13.94,1063,4177,179,0.227257889009793,1,3.16025350837483,3413,2209,9190,3568,62.3405321423916,4.5,0.00973884657236126
"SRR5354390",14.062,980,3840,130,0.209538360798865,1,0.834067253803042,1410,4996,9163,2757,77.9290137391847,5,0.00709374658954491
"SRR5355939",10.433,843,3562,213,0.194836451154141,1,4.55009107468124,3828,1647,9141,3666,71.7032149078389,4.8,0.0116508040695766
"SRR5356053",11.511,1058,4031,226,0.220755750273823,1,2.87192536047498,3069,2358,9130,3703,37.4272253319943,3.6,0.0123767798466594
"SRR5354145",12.021,1457,5509,368,0.302559314586995,1,0.284424379232506,360,7088,9104,1656,90.8378763280405,5.4,0.0202108963093146
"SRR5354741",16.328,1476,5161,199,0.283977110157368,1,1.07323750855578,1297,4383,9087,3407,0,0.2,0.0109497083746011
"SRR5355636",16.666,1355,5145,176,0.283752481800132,1,0.661352391423859,883,5457,9066,2726,0,0.3,0.00970659607324068
"SRR5355408",9.749,1152,3795,280,0.209714854111406,1,0.353073126962764,295,6687,9048,2066,0,0,0.015473032714412
"SRR5355219",15.364,1319,4586,279,0.25401573058602,1,0.767920094007051,1156,5106,9027,2765,0,0.5,0.0154536390827517
"SRR5354048",17.489,1263,4607,430,0.256428809974396,1,0.557925771765522,1257,5766,8983,1960,323.306215343116,13.3,0.0239340977401759
"SRR3986024",11.528,1304,4420,481,0.246376811594203,1,0.297743055555556,305,6912,8970,1753,111.262801962222,6,0.0268115942028985
"SRR5353626",15.052,1277,4958,255,0.276704989396138,1,0.461977806788512,718,6128,8959,2113,0.655888142044136,1.6,0.0142314990512334
"SRR5354916",10.179,1244,4926,174,0.275257040679481,1,0.597001606282349,1319,5603,8948,2026,243.388460455689,9.3,0.0097228430934287
"SRR5354924",18.843,1494,5267,309,0.295566778900112,1,0.597060405090518,1555,5579,8910,1776,30.4097182463603,3.3,0.0173400673400673
"SRR5354122",18.625,1298,4805,256,0.26991349286597,1,0.609293075393238,1207,5531,8901,2163,0,1,0.0143804066958769
"SRR3986066",17.081,1475,4996,206,0.280926675663518,1,0.415247493235715,535,6283,8892,2074,126.339371853757,6.4,0.0115834457939721
"SRR5353717",19.71,1284,4839,250,0.272619718309859,1,0.503982375868497,1266,5901,8875,1708,136.966876329498,6.7,0.0140845070422535
"SRR5353813",14.725,1517,5742,322,0.324920778632866,1,0.423095506522789,852,6209,8836,1775,0.655888142044136,1.6,0.0182209144409235
"SRR5354928",11.028,1047,4061,187,0.229824561403509,1,0.702640200423974,1511,5189,8835,2135,0,0.9,0.010582908885116
"SRR5354968",16.103,1049,4226,233,0.241513315807521,1,0.908595113438045,1967,4584,8749,2198,126.339371853757,6.4,0.0133158075208595
"SRR5353381",13.529,977,3990,211,0.228469995419148,1,0.276421575793013,336,6841,8732,1555,0,0.1,0.0120819972514888
"SRR5353921",15.689,1030,4362,214,0.249799564769213,1,0.279079988280105,312,6826,8731,1593,0,0.7,0.0122551826823961
"SRR5353999",33.759,1756,6007,272,0.344675235253615,1,0.857995735607676,1588,4690,8714,2436,0,1.3,0.0156070690842323
"SRR5354194",14.248,885,3609,340,0.207342295760083,1,0.239567013245976,200,7021,8703,1482,11.6790423073282,2.4,0.0195334941974032
"SRR5355845",12.917,848,3143,1654,0.18073605520414,1,1.12435866112876,1639,4093,8695,2963,0,0.5,0.0951121334100058
"SRR5356031",9.087,491,2064,187,0.118825561312608,1,2.80087527352298,2186,2285,8685,4214,156.353485215486,7.2,0.0107656879677605
"SRR5354732",15.174,1410,5182,199,0.298950040383062,1,0.578688524590164,1193,5490,8667,1984,90.8378763280405,5.4,0.0114803276797046
"SRR5353863",13.135,1393,4539,424,0.262127512127512,1,0.235621521335807,199,7007,8658,1452,0,0.5,0.0244860244860245
"SRR5353952",9.117,861,3567,310,0.206423611111111,1,0.163636363636364,138,7425,8640,1077,0,0,0.0179398148148148
"SRR5353621",11.662,1066,4599,191,0.266918165989553,1,0.330707445165277,432,6474,8615,1709,0,1.3,0.0110853163087638
"SRR5353483",9.434,424,1597,202,0.0927302287771455,1,0.624716981132076,435,5300,8611,2876,0,1.3,0.0117291836023691
"SRR5354962",12.842,1323,5058,203,0.29383060299756,1,0.598031934645377,1304,5386,8607,1917,25.8330800081771,3.1,0.0117927268502382
"SRR5353624",17.926,1032,3722,402,0.216294746629475,1,0.444351183481618,577,5957,8604,2070,0,0.7,0.0233612273361227
"SRR5354926",14.041,1326,4857,176,0.282285249331629,1,0.578821802165535,1384,5449,8603,1770,126.339371853757,6.4,0.0102289898872486
"SRR5355829",12.639,951,3649,181,0.212695266961996,1,1.33224578575313,1938,3678,8578,2962,0,1,0.0105502448123106
"SRR5354820",20.193,877,2745,524,0.160207774016575,1,0.565320665083135,537,5473,8567,2557,192.622931314026,8.1,0.0305824676082643
"SRR5355507",18.439,1285,5162,210,0.301518691588785,1,0.396411092985318,667,6130,8560,1763,0,0.1,0.0122663551401869
"SRR5355474",6.879,594,2914,622,0.170768870135959,1,0.417040358744395,344,6021,8532,2167,0,1.5,0.0364510079699953
"SRR5355569",7.839,574,2799,94,0.164550264550265,1,0.562270389419544,1049,5444,8505,2012,0,0.2,0.00552616108171664
