,Sample,TSSEnrichment,ReadsInTSS,ReadsInPromoter,ReadsInBlacklist,PromoterRatio,PassQC,NucleosomeRatio,nMultiFrags,nMonoFrags,nFrags,nDiFrags,DoubletScore,DoubletEnrichment,BlacklistRatio,Clusters.res.0.4,Clusters.res.0.8,Clusters.res.1,Clusters.res.1.5,cell_type,donor
GSE96769#SRR5354789,GSE96769,17.395,9057,32936,1517,0.347308925257297,1,0.518040659516568,5718,31235,47416,10463,123.751826365024,8.6,0.0159967099713177,6,8,8,8,CMP,BM0828
GSE96769#SRR5353623,GSE96769,16.235,6526,25217,1054,0.266035785120479,1,0.373898423005566,3091,34496,47394,9807,27.2595528988383,4,0.0111195509980166,4,6,6,4,HSC,BM0106
GSE96769#SRR5355321,GSE96769,14.982,5160,19987,1254,0.211203161654374,1,0.401777514442305,3897,33755,47317,9665,0,0,0.0132510514191517,5,1,1,1,MEP,BM4983
GSE96769#SRR5354253,GSE96769,11.623,5582,21465,967,0.227291979923336,1,0.909072531737689,5366,24734,47219,17119,280.752163989317,14.2,0.0102395222262225,5,3,3,3,CMP,BM1137
GSE96769#SRR5355915,GSE96769,14.449,6392,24972,1166,0.26449467240028,1,1.81933827042523,13907,16744,47207,16556,0,1.2,0.0123498633677209,2,4,4,10,GMP-A,BM1137
GSE96769#SRR5355756,GSE96769,16.735,7809,27249,1220,0.288746423651584,1,0.219818003205625,1022,38682,47185,7481,0,0.4,0.0129278372364099,7,9,9,12,pDC,BM1214
GSE96769#SRR5355883,GSE96769,11.552,4673,19146,670,0.203175074813761,1,1.47177630888679,5181,19062,47117,22874,18.1269759254145,3.4,0.00710996031156483,2,4,4,6,GMP-A,BM1137
GSE96769#SRR5354089,GSE96769,12.898,7217,27206,1191,0.288982834806254,1,0.749628308058281,7198,26904,47072,12970,204.072890001178,11.6,0.0126508327668253,3,5,5,9,LMPP,BM0828
GSE96769#SRR5355140,GSE96769,13.038,6051,21415,1150,0.227722245852829,1,0.251164152098135,1079,37581,47020,8360,2.12914665014533,2,0.0122288387920034,5,1,1,1,MEP,BM1077
GSE96769#SRR5356124,GSE96769,21.512,6366,23374,2557,0.248553806890685,1,0.964979731706298,5244,23929,47020,17847,27.2595528988383,4,0.027190557209698,2,4,4,10,GMP-C,BM1137
GSE96769#SRR5356093,GSE96769,16.442,6410,25034,1022,0.266307816688652,1,1.43130560728326,8209,19332,47002,19461,56.5998267970962,5.6,0.0108718777924344,2,4,4,10,GMP-C,BM1137
GSE96769#SRR5354766,GSE96769,14.943,7863,29021,1037,0.309016760014481,1,0.632038092590018,6256,28772,46957,11929,129.399176684108,8.8,0.01104201716464,6,8,8,8,CMP,BM0828
GSE96769#SRR5354273,GSE96769,15.099,6161,22759,1424,0.242628088953327,1,1.17880702406392,8216,21526,46901,17159,123.751826365024,8.6,0.0151809129869299,5,3,3,3,CMP,BM1137
GSE96769#SRR5353416,GSE96769,15.03,7021,26434,1219,0.282179380430838,1,0.324033242876526,2274,35376,46839,9189,30.3340050680883,4.2,0.0130126603898461,4,6,6,4,HSC,BM1077
GSE96769#SRR5354517,GSE96769,14.669,7467,26224,1697,0.280314691294681,1,0.163090235472561,670,40217,46776,5889,143.80559302619,9.4,0.0181396442620147,5,7,7,7,CMP,BM1214
GSE96769#SRR5354609,GSE96769,16.685,6648,24034,1176,0.256938208253154,1,0.321186440677966,2415,35400,46770,8955,90.5123015566949,7.2,0.0125721616420783,5,7,7,7,CMP,BM1137
GSE96769#SRR5355548,GSE96769,21.787,8428,31188,1022,0.33353295974676,1,0.936223961568725,7003,24147,46754,15604,192.43359650412,11.2,0.01092954613509,8,10,10,13,CLP,BM0828
GSE96769#SRR5354795,GSE96769,20.848,10981,38753,1589,0.415430298872261,1,0.601002299797481,4555,29133,46642,12954,13.0254962562359,3,0.0170340036876635,6,8,8,8,CMP,BM0828
GSE96769#SRR5354027,GSE96769,19.135,9779,32910,1186,0.35331629914328,1,0.748498273013966,8231,26636,46573,11706,0,1.2,0.0127326992034011,6,8,8,5,MPP,BM0828
GSE96769#SRR5354219,GSE96769,17.047,6715,25263,960,0.271773742415767,1,0.265361683591517,1286,36731,46478,8461,256.783490851897,13.4,0.0103274667584664,5,7,7,7,CMP,BM1077
GSE96769#SRR5354304,GSE96769,11.953,4497,18305,1018,0.197005897800164,1,1.54397108750411,9688,18262,46458,18508,21.4194777108615,3.6,0.010956132420681,2,4,4,10,CMP,BM1137
GSE96769#SRR5355674,GSE96769,13.556,5415,20582,1256,0.222243818162185,1,0.707033842070338,2722,27126,46305,16457,0,0.4,0.0135622502969442,7,9,9,12,pDC,BM1137
GSE96769#SRR5355034,GSE96769,15.226,6259,23344,1512,0.252405769521874,1,0.474491422740897,3573,31362,46243,11308,214.802147132132,12,0.016348420301451,7,9,9,12,GMP,BM1214
GSE96769#SRR5353468,GSE96769,13.941,6167,25919,1330,0.280284187987975,1,0.367999053226427,2428,33799,46237,10010,81.2040385956534,6.8,0.014382421004823,4,6,6,4,HSC,BM1077
GSE96769#SRR5354452,GSE96769,15.762,7299,25860,1306,0.27967036532347,1,0.238262313522779,1185,37337,46233,7711,48.5122667096137,5.2,0.0141241104838535,5,7,7,7,CMP,BM1214
GSE96769#SRR5354514,GSE96769,16.503,7459,26825,1254,0.290408141171376,1,0.197961248151895,1529,38553,46185,6103,64.2573145843968,6,0.0135758363104904,4,6,6,4,CMP,BM1214
GSE96769#SRR5354167,GSE96769,19.794,7687,27838,1111,0.301773480183852,1,0.248754602555772,1036,36936,46124,8152,318.245804609648,15.4,0.0120436215419304,5,7,7,7,CMP,BM1077
GSE96769#SRR5354796,GSE96769,17.128,6686,25413,1135,0.275533437418683,1,0.590865185594039,5090,28988,46116,12038,60.393509310075,5.8,0.0123059241911701,5,7,7,7,CMP,BM0828
GSE96769#SRR5354058,GSE96769,14.356,5749,22341,1211,0.242231378076548,1,0.982843874962377,8613,23257,46115,14245,268.131959800412,13.8,0.0131302179334273,3,5,5,9,LMPP,BM0828
GSE96769#SRR5353937,GSE96769,10.418,5929,23416,1819,0.254085375116647,1,0.307873524069028,2135,35232,46079,8712,37.4329236451007,4.6,0.0197378415330194,4,6,6,4,MPP,BM1077
GSE96769#SRR5355611,GSE96769,14.177,5620,21281,897,0.231244838527405,1,0.799249237506843,6464,25574,46014,13976,3.78217612492001,2.2,0.00974703351153997,7,9,9,12,pDC,BM1137
GSE96769#SRR5356150,GSE96769,19.314,6730,24554,2569,0.267065477485317,1,0.760223617705621,3774,26116,45970,16080,2.12914665014533,2,0.0279421361757668,2,4,4,10,GMP-C,BM1137
GSE96769#SRR5354427,GSE96769,11.958,5278,22060,1460,0.240080099253423,1,0.417293928923988,2133,32416,45943,11394,104.537117224778,7.8,0.0158892540757025,5,7,7,7,CMP,BM1077
GSE96769#SRR5355909,GSE96769,14.172,5518,20348,1343,0.221506172301931,1,1.46967415851167,9578,18598,45931,17755,2.12914665014533,2,0.0146197557205373,2,4,4,10,GMP-A,BM1137
GSE96769#SRR5353603,GSE96769,14.4,7650,27871,1194,0.303413965032986,1,0.35168780717502,2678,33979,45929,9272,100.094830670205,7.6,0.0129983234993142,4,6,6,4,HSC,BM0106
GSE96769#SRR5354020,GSE96769,17.863,9012,33381,1058,0.364819672131148,1,0.704735998807616,7234,26837,45750,11679,72.9939504445828,6.4,0.0115628415300546,6,8,8,8,MPP,BM0828
GSE96769#SRR5353679,GSE96769,17.463,6676,24647,1180,0.269666732313617,1,0.624911107950505,6742,28124,45699,10833,56.5998267970962,5.6,0.0129105669708309,6,8,8,5,HSC,BM0828
GSE96769#SRR5354495,GSE96769,14.407,6519,23996,1924,0.262779797625827,1,0.392776523702032,2455,32782,45658,10421,154.620645379027,9.8,0.0210696920583468,5,7,7,7,CMP,BM1214
GSE96769#SRR5355703,GSE96769,15.61,5589,21115,1152,0.231356693620845,1,0.497293040653608,2400,30477,45633,12756,40.8032934724359,4.8,0.012622444283742,7,9,9,12,pDC,BM1214
GSE96769#SRR5354842,GSE96769,13.968,5784,21653,1065,0.238102045304596,1,0.326003907730891,1316,34291,45470,9863,48.5122667096137,5.2,0.0117110182537937,2,4,4,10,GMP,BM1077
GSE96769#SRR5354492,GSE96769,14.344,6628,23073,1140,0.253744638733091,1,0.198781838316722,1238,37926,45465,6301,21.4194777108615,3.6,0.0125371164632135,5,7,7,7,CMP,BM1214
GSE96769#SRR5353703,GSE96769,13.966,6517,23826,1116,0.262452909167015,1,0.69135894474047,7361,26837,45391,11193,27.2595528988383,4,0.0122931858738516,6,8,8,5,HSC,BM0828
GSE96769#SRR5353951,GSE96769,14.784,5674,21518,828,0.237395467884645,1,0.351373110296091,1774,33537,45321,10010,165.637497344279,10.2,0.00913483815449792,4,6,6,4,MPP,BM1077
GSE96769#SRR5355510,GSE96769,12.233,5628,22637,1068,0.251020181858505,1,0.872974993769212,7863,24074,45090,13153,8.03236603124673,2.6,0.0118429807052562,8,10,10,13,CLP,BM0828
GSE96769#SRR5354100,GSE96769,19.066,7404,26796,914,0.297462312115628,1,0.729419444017816,6622,26044,45041,12375,238.881037794473,12.8,0.0101463111387403,3,5,5,9,LMPP,BM0828
GSE96769#SRR5354205,GSE96769,14.839,5343,20332,750,0.225710479573712,1,0.350200851369986,1586,33358,45040,10096,175.821055984633,10.6,0.0083259325044405,4,6,6,4,CMP,BM1077
GSE96769#SRR5354128,GSE96769,20.196,8567,31207,1227,0.346567310041534,1,0.716207974384387,6382,26234,45023,12407,214.802147132132,12,0.0136263687448637,3,5,5,9,LMPP,BM0828
GSE96769#SRR5354738,GSE96769,12.301,6995,26306,1136,0.292282393724584,1,0.534508627156789,4632,29326,45001,11043,175.821055984633,10.6,0.0126219417346281,6,8,8,5,CMP,BM0828
GSE96769#SRR5355530,GSE96769,21.55,8641,31478,810,0.350066725978648,1,0.550826118450554,5380,28991,44960,10589,6.00148848943112,2.4,0.00900800711743772,8,10,10,13,CLP,BM0828
GSE96769#SRR5353972,GSE96769,10.648,5200,20650,632,0.230032304778879,1,0.941056910569106,8691,23124,44885,13070,0,0.8,0.00704021387991534,1,2,2,2,MPP,BM0828
GSE96769#SRR5355827,GSE96769,13.697,5990,24618,1294,0.274350287522846,1,0.644708383738407,5315,27279,44866,12272,10.2163264670234,2.8,0.0144207194757723,2,4,4,6,UNK,BM0106
GSE96769#SRR5355904,GSE96769,14.6,2411,9313,1488,0.103812284026307,1,3.36162971606379,12509,10284,44855,22062,34.150807410555,4.4,0.0165867796232304,2,4,4,10,GMP-A,BM1137
GSE96769#SRR5355653,GSE96769,13.588,4666,19908,637,0.222829128517383,1,1.04659366839236,7411,21827,44671,15433,18.1269759254145,3.4,0.00712990530769403,7,9,9,12,pDC,BM1137
GSE96769#SRR5354262,GSE96769,12.957,4299,17263,959,0.193323329152482,1,1.33221897200167,9409,19144,44648,16095,187.201044591657,11,0.0107395628023652,5,3,3,3,CMP,BM1137
GSE96769#SRR5353451,GSE96769,15.207,7595,28077,1521,0.314637590210229,1,0.329261752964309,2043,33566,44618,9009,134.156295512094,9,0.0170446904836613,4,6,6,4,HSC,BM1077
GSE96769#SRR5353538,GSE96769,14.28,6101,22573,949,0.253071886631688,1,0.356882073749544,2013,32868,44598,9717,52.1432588810927,5.4,0.0106394905601148,4,6,6,4,HSC,BM0106
GSE96769#SRR5354724,GSE96769,17.944,7956,29830,1189,0.334522047279415,1,0.625683657842923,5393,27426,44586,11767,10.2163264670234,2.8,0.0133337819046337,5,7,7,7,CMP,BM0828
GSE96769#SRR5355282,GSE96769,13.579,5911,23831,1388,0.267649767514994,1,0.773736005418543,3658,25099,44519,15762,2.12914665014533,2,0.0155888497046205,1,2,2,2,MEP,BM0828
GSE96769#SRR5355627,GSE96769,15.043,5819,20605,859,0.231641784333123,1,1.09762769419422,7484,21203,44476,15789,0,1.4,0.00965689360554007,7,9,9,12,pDC,BM1137
GSE96769#SRR5355013,GSE96769,16.836,6215,22647,2679,0.254638062470485,1,0.448595999739397,3123,30698,44469,10648,40.8032934724359,4.8,0.0301221075355866,2,4,4,10,GMP,BM1214
GSE96769#SRR5355778,GSE96769,11.629,3782,13908,1632,0.15644192481609,1,0.173902709554746,812,37866,44451,5773,3.78217612492001,2.2,0.0183572922993858,2,4,4,6,UNK,BM0106
GSE96769#SRR5355537,GSE96769,17.41,8493,32297,695,0.363459374296646,1,0.686020036429873,5961,26352,44430,12117,0,0.8,0.00782129191987396,8,10,10,13,CLP,BM0828
GSE96769#SRR5354386,GSE96769,13.24,6285,23484,1790,0.264411817690506,1,0.414898362327152,3071,31386,44408,9951,81.2040385956534,6.8,0.0201540263015673,5,7,7,7,CMP,BM1077
GSE96769#SRR5353559,GSE96769,17.063,7531,27646,1032,0.311778238902923,1,0.348254470259093,1834,32884,44336,9618,34.150807410555,4.4,0.0116383976903645,4,6,6,4,HSC,BM0106
GSE96769#SRR5354467,GSE96769,20.029,9083,31948,857,0.360904633876325,1,0.139866082925573,669,38830,44261,4762,256.783490851897,13.4,0.00968120919093559,5,7,7,7,CMP,BM1214
GSE96769#SRR5355911,GSE96769,21.536,4992,18322,1873,0.207070364593929,1,1.47405211944973,9220,17882,44241,17139,60.393509310075,5.8,0.0211681471937795,2,4,4,10,GMP-A,BM1137
GSE96769#SRR5354112,GSE96769,17.418,7802,28417,1094,0.321255765578367,1,0.711742394922208,5045,25838,44228,13345,129.399176684108,8.8,0.0123677308492358,3,5,5,9,LMPP,BM0828
GSE96769#SRR5354567,GSE96769,16.321,6437,22635,1251,0.256121571467367,1,0.591729404560354,5524,27761,44188,10903,114.492493919232,8.2,0.0141554268127093,5,7,7,7,CMP,BM1137
GSE96769#SRR5355313,GSE96769,7.876,3011,14863,940,0.168530025399129,1,0.451624584389505,3483,30377,44096,10236,0,1.4,0.0106585631349782,5,1,1,1,MEP,BM4983
GSE96769#SRR5354272,GSE96769,13.017,5535,21801,1272,0.247463052509705,1,1.04669640367996,6500,21522,44049,16027,244.441154481975,13,0.0144384662534904,5,3,3,3,CMP,BM1137
GSE96769#SRR5353660,GSE96769,19.621,7917,28174,928,0.319999091363409,1,0.376806155000938,2899,31974,44022,9149,60.393509310075,5.8,0.0105401844532279,4,6,6,4,HSC,BM0106
GSE96769#SRR5355522,GSE96769,11.65,4542,20249,1222,0.230185976718807,1,0.840719815861059,7138,23895,43984,12951,0,1,0.0138914150600218,8,10,10,13,CLP,BM0828
GSE96769#SRR5354316,GSE96769,11.778,4663,17595,1158,0.200211647436335,1,0.73268927444795,3814,25360,43941,14767,114.492493919232,8.2,0.0131767597460231,5,3,3,3,CMP,BM1137
GSE96769#SRR5353923,GSE96769,13.144,5841,21642,1867,0.246711201295,1,0.282935532935533,1316,34188,43861,8357,123.751826365024,8.6,0.02128314447915,4,6,6,4,MPP,BM1077
GSE96769#SRR5354094,GSE96769,5.44,2519,12501,828,0.142516758630125,1,0.645271410886446,6476,26657,43858,10725,204.072890001178,11.6,0.00943955492726527,3,5,5,9,LMPP,BM0828
GSE96769#SRR5356039,GSE96769,15.342,6903,25657,1897,0.293746565305001,1,0.601936761792972,4493,27262,43672,11917,37.4329236451007,4.6,0.0217187213775417,2,4,4,11,GMP-B,BM1137
GSE96769#SRR5353535,GSE96769,13.514,5098,19023,1031,0.21811865067535,1,0.338993459637056,2065,32567,43607,8975,0.670189197739972,1.8,0.0118214965487192,4,6,6,4,HSC,BM0106
GSE96769#SRR5354082,GSE96769,11.174,5276,20834,926,0.239559378162083,1,0.678983744546121,6296,25899,43484,11289,262.442694081536,13.6,0.0106475945175237,3,5,5,9,LMPP,BM0828
GSE96769#SRR5354559,GSE96769,16.776,6176,20636,957,0.237293592751023,1,1.1678133413102,8563,20058,43482,14861,56.5998267970962,5.6,0.0110045536083897,5,7,7,7,CMP,BM1137
GSE96769#SRR5354561,GSE96769,16.286,5938,22305,1019,0.257070741995713,1,0.371967995952057,2389,31621,43383,9373,129.399176684108,8.8,0.0117442316114607,4,6,6,4,CMP,BM1137
GSE96769#SRR5354162,GSE96769,13.852,6086,22164,1127,0.255746330656328,1,0.303806228373702,1225,33235,43332,8872,221.305473918492,12.2,0.0130042462845011,5,7,7,7,CMP,BM1077
GSE96769#SRR5355843,GSE96769,16.757,5805,21194,1762,0.244677903486493,1,0.291679093349239,2009,33530,43310,7771,198.760802558071,11.4,0.0203417224659432,2,4,4,6,UNK,BM0106
GSE96769#SRR5353751,GSE96769,15.425,7330,26445,1161,0.30726419259638,1,0.654033900910943,6690,26017,43033,10326,3.78217612492001,2.2,0.0134896474798411,6,8,8,5,HSC,BM0828
GSE96769#SRR5354071,GSE96769,18.769,7649,27087,896,0.31514100893522,1,0.568409912047006,4800,27401,42976,10775,256.783490851897,13.4,0.0104244229337305,3,5,5,9,LMPP,BM0828
GSE96769#SRR5354300,GSE96769,14.279,4543,17920,968,0.208789672367992,1,1.08949264777486,5772,20538,42914,16604,72.9939504445828,6.4,0.0112783706948781,5,1,1,1,CMP,BM1137
GSE96769#SRR5355027,GSE96769,10.831,4474,18298,921,0.213243520417677,1,0.441908922870106,3299,29755,42904,9850,114.492493919232,8.2,0.0107332649636398,5,1,1,1,GMP,BM1214
GSE96769#SRR5355137,GSE96769,16.067,9615,31413,1330,0.366178630545777,1,0.283184252251174,1917,33427,42893,7549,40.8032934724359,4.8,0.0155036952416478,6,8,8,8,MEP,BM1077
GSE96769#SRR5354520,GSE96769,9.353,3977,17434,1487,0.203274024671781,1,0.476534793237613,2882,29043,42883,10958,86.2463177297518,7,0.0173378728167339,5,7,7,7,CMP,BM1214
GSE96769#SRR5355795,GSE96769,13.045,5942,21891,758,0.255939297572838,1,0.237871946277643,1383,34548,42766,6835,15.5134601238647,3.2,0.00886218023663658,2,4,4,6,UNK,BM0106
GSE96769#SRR5354588,GSE96769,8.616,4151,17077,949,0.199974237669212,1,0.335522817553408,2001,31971,42698,8726,15.5134601238647,3.2,0.0111129326900557,5,7,7,7,CMP,BM1137
GSE96769#SRR5355649,GSE96769,13.47,6469,23871,867,0.280802258557817,1,0.997321554438231,6569,21281,42505,14655,40.8032934724359,4.8,0.0101988001411599,7,9,9,12,pDC,BM1137
GSE96769#SRR5353377,GSE96769,12.045,5742,22146,1565,0.260854201512403,1,0.338958458190077,2030,31703,42449,8716,68.9833776317205,6.2,0.0184338853683243,4,6,6,4,HSC,BM1077
GSE96769#SRR5353400,GSE96769,14.421,6314,22855,923,0.269440252758653,1,0.392657778945295,2171,30454,42412,9787,134.156295512094,9,0.0108813543336791,4,6,6,4,HSC,BM1077
GSE96769#SRR5354264,GSE96769,15.204,6649,23823,851,0.281070813374549,1,1.0653540620888,7136,20519,42379,14724,21.4194777108615,3.6,0.010040350173435,5,3,3,3,CMP,BM1137
GSE96769#SRR5355665,GSE96769,15.503,5856,23606,877,0.278582892749245,1,0.614634146341463,4038,26240,42368,12090,0,1.2,0.0103497922960725,7,9,9,12,pDC,BM1137
GSE96769#SRR5354119,GSE96769,20.17,8495,28577,736,0.337398757939975,1,0.606014638401153,4705,26369,42349,11275,209.420191619733,11.8,0.00868969751351862,3,5,5,9,LMPP,BM0828
GSE96769#SRR5354003,GSE96769,14.18,5027,19322,1283,0.228576160507264,1,1.23830959063708,7892,18883,42266,15491,90.5123015566949,7.2,0.0151776841906024,6,8,8,5,MPP,BM0828
GSE96769#SRR5355680,GSE96769,15.369,7311,26637,1121,0.315148718676794,1,0.0974032718774344,45,38510,42261,3706,8.03236603124673,2.6,0.0132628191476775,7,9,9,12,pDC,BM1214
GSE96769#SRR5354389,GSE96769,13.693,5622,22447,1558,0.266249940693647,1,0.354084353217051,1972,31131,42154,9051,204.072890001178,11.6,0.0184798595625563,5,7,7,7,CMP,BM1077
GSE96769#SRR5355310,GSE96769,10.005,3552,15076,1264,0.179463371663929,1,0.393827775012444,2634,30135,42003,9234,24.2864110314365,3.8,0.0150465442944552,5,1,1,1,MEP,BM4983
GSE96769#SRR5354809,GSE96769,17.735,7335,26040,1041,0.310125526999023,1,0.207761571876528,541,34761,41983,6681,60.393509310075,5.8,0.0123978753304909,3,5,5,9,CMP,BM0828
GSE96769#SRR5355078,GSE96769,19.243,7842,27662,1748,0.329882891692704,1,0.454636921902647,3589,28823,41927,9515,30.3340050680883,4.2,0.0208457557182722,2,4,4,10,GMP,BM1214
GSE96769#SRR5355833,GSE96769,16.816,6072,22274,1241,0.265723420500095,1,0.273379109193656,1723,32914,41912,7275,0,1,0.0148048291658713,2,4,4,6,UNK,BM0106
GSE96769#SRR5353912,GSE96769,14.76,5568,19854,2039,0.236915586740173,1,0.353129238519667,2020,30966,41901,8915,40.8032934724359,4.8,0.0243311615474571,4,6,6,4,MPP,BM1077
GSE96769#SRR5355012,GSE96769,7.858,1385,5864,1289,0.0702376389421234,1,0.589157910765951,2827,26268,41744,12649,77.0681046605969,6.6,0.0154393445764661,2,4,4,10,GMP,BM1214
GSE96769#SRR5354039,GSE96769,14.142,3021,11548,1507,0.138359053004888,1,1.39701321079839,8930,17410,41732,15392,0,1,0.0180556886801495,6,8,8,5,MPP,BM0828
GSE96769#SRR5353684,GSE96769,13.942,5182,21792,1039,0.261175962990484,1,0.698587191075282,6347,24561,41719,10811,27.2595528988383,4,0.0124523598360459,6,8,8,5,HSC,BM0828
GSE96769#SRR5353463,GSE96769,17.115,6560,24624,1148,0.295145631067961,1,0.366450471698113,2363,30528,41715,8824,34.150807410555,4.4,0.0137600383555076,4,6,6,4,HSC,BM1077
GSE96769#SRR5354806,GSE96769,17.126,7092,25899,1125,0.310472559879163,1,0.579946210083715,5297,26399,41709,10013,90.5123015566949,7.2,0.0134862979213119,6,8,8,5,CMP,BM0828
GSE96769#SRR5353543,GSE96769,18.635,7538,25921,1184,0.310803357314149,1,0.313758230679563,1897,31741,41700,8062,114.492493919232,8.2,0.0141966426858513,4,6,6,4,HSC,BM0106
GSE96769#SRR5354183,GSE96769,11.292,4539,17193,1650,0.206482838133212,1,0.355902947402703,1835,30705,41633,9093,198.760802558071,11.4,0.0198160113371604,5,7,7,7,CMP,BM1077
GSE96769#SRR5356136,GSE96769,15.777,6318,24373,642,0.292726573947299,1,1.24329130294213,6656,18558,41631,16417,24.2864110314365,3.8,0.0077106002738344,2,4,4,10,GMP-C,BM1137
GSE96769#SRR5353989,GSE96769,18.283,5355,18832,1144,0.226645805752798,1,1.05780375451979,8338,20189,41545,13018,0,1.4,0.0137682031532074,6,8,8,5,MPP,BM0828
GSE96769#SRR5355872,GSE96769,12.231,4725,18592,494,0.223757371524853,1,0.47239155089311,635,28216,41545,12694,0,1.6,0.00594536045252136,2,4,4,6,GMP-A,BM1137
GSE96769#SRR5354494,GSE96769,17.988,7694,26035,1018,0.315354054119528,1,0.201123170483312,932,34367,41279,5980,159.603794830319,10,0.0123307250660142,5,7,7,7,CMP,BM1214
GSE96769#SRR5353572,GSE96769,15.946,6434,24345,869,0.29504084155416,1,0.383209843430449,2836,29827,41257,8594,64.2573145843968,6,0.0105315461618634,4,6,6,4,HSC,BM0106
GSE96769#SRR5354902,GSE96769,12.614,5319,19630,968,0.238153009972581,1,0.353509146441591,1680,30449,41213,9084,10.2163264670234,2.8,0.0117438672263606,2,4,4,10,GMP,BM1077
GSE96769#SRR5354123,GSE96769,17.679,6687,24277,996,0.294924437533408,1,0.680878869558115,5305,24486,41158,11367,77.0681046605969,6.6,0.012099713299966,3,5,5,9,LMPP,BM0828
GSE96769#SRR5355542,GSE96769,10.17,4011,17052,1404,0.207364529623504,1,0.833898305084746,6204,22420,41116,12492,134.156295512094,9,0.017073645296235,3,5,5,9,CLP,BM0828
GSE96769#SRR5354597,GSE96769,15.508,6414,22758,967,0.277875457875458,1,0.457917972087724,3722,28088,40950,9140,40.8032934724359,4.8,0.0118070818070818,5,7,7,7,CMP,BM1137
GSE96769#SRR5355779,GSE96769,10.385,3304,13238,796,0.161746737696105,1,0.257204301075269,1032,32550,40922,7340,64.2573145843968,6,0.00972581985240213,2,4,4,10,UNK,BM0106
GSE96769#SRR5353628,GSE96769,14.39,6293,22858,886,0.280280550310224,1,0.341392808973979,2251,30399,40777,8127,56.5998267970962,5.6,0.0108639674326213,4,6,6,4,HSC,BM0106
GSE96769#SRR5354447,GSE96769,17.721,7553,27528,1155,0.338256616942321,1,0.109926079485011,287,36661,40691,3743,129.399176684108,8.8,0.0141923275417168,5,7,7,7,CMP,BM1214
GSE96769#SRR5354692,GSE96769,19.862,6329,26117,912,0.321266022092651,1,1.15622513394515,6424,18851,40647,15372,18.1269759254145,3.4,0.0112185401136615,5,7,7,7,CMP,BM1214
GSE96769#SRR5355893,GSE96769,14.829,5197,19745,427,0.242973518409136,1,0.951303846707967,6210,20823,40632,13599,48.5122667096137,5.2,0.00525447922819453,2,4,4,10,GMP-A,BM1137
GSE96769#SRR5353842,GSE96769,13.454,4987,19185,872,0.236175398857593,1,0.59403453689168,4988,25480,40616,10148,64.2573145843968,6,0.0107346858380934,6,8,8,5,HSC,BM0828
