,Sample,TSSEnrichment,ReadsInTSS,ReadsInPromoter,ReadsInBlacklist,PromoterRatio,PassQC,NucleosomeRatio,nMultiFrags,nMonoFrags,nFrags,nDiFrags,DoubletScore,DoubletEnrichment,BlacklistRatio,Clusters.res.0.4,Clusters.res.0.8,Clusters.res.1,Clusters.res.1.5,cell_type,donor
GSE96769#SRR5354875,GSE96769,16.044,4051,14626,768,0.298380186870129,1,0.350283730923916,908,18151,24509,5450,114.492493919232,8.2,0.015667713901016,2,4,4,10,GMP,BM1077
GSE96769#SRR5354269,GSE96769,16.462,3608,13811,668,0.281776635247072,1,1.00482657068063,4290,12224,24507,7993,143.80559302619,9.4,0.0136287591300445,5,3,3,3,CMP,BM1137
GSE96769#SRR5353622,GSE96769,21.638,5835,20943,586,0.428667922056656,1,0.664826552170654,2399,14673,24428,7356,60.393509310075,5.8,0.0119944326183069,6,8,8,5,HSC,BM0106
GSE96769#SRR5353898,GSE96769,15.151,3948,13867,822,0.284066699442806,1,0.330063756743502,1000,18351,24408,5057,8.03236603124673,2.6,0.0168387413962635,4,6,6,4,MPP,BM1077
GSE96769#SRR5353390,GSE96769,14.801,3528,13683,912,0.280619360131255,1,0.332167641112508,1059,18301,24380,5020,60.393509310075,5.8,0.0187038556193601,4,6,6,4,HSC,BM1077
GSE96769#SRR5354021,GSE96769,16.205,4321,15470,770,0.317385417094087,1,0.725624867237839,4181,14123,24371,6067,30.3340050680883,4.2,0.0157974641992532,6,8,8,8,MPP,BM0828
GSE96769#SRR5354011,GSE96769,12.536,3273,13424,517,0.275896086813548,1,0.713118794451095,3741,14201,24328,6386,3.78217612492001,2.2,0.0106256165734956,6,8,8,5,MPP,BM0828
GSE96769#SRR5354121,GSE96769,12.736,3859,14223,594,0.293269825559817,1,0.617462646744931,3143,14992,24249,6114,187.201044591657,11,0.0122479277495979,3,5,5,9,LMPP,BM0828
GSE96769#SRR5354222,GSE96769,12.805,3492,13341,871,0.275333305815825,1,0.36160287753611,891,17793,24227,5543,114.492493919232,8.2,0.0179758121104553,5,7,7,7,CMP,BM1077
GSE96769#SRR5353527,GSE96769,17.095,3056,11674,741,0.241687714794418,1,0.339118380925977,880,18035,24151,5236,21.4194777108615,3.6,0.0153409796695789,4,6,6,4,HSC,BM0106
GSE96769#SRR5353932,GSE96769,9.886,3280,12718,1254,0.263541796178872,1,0.324386629342994,1100,18219,24129,4810,44.959431197314,5,0.0259853288573915,4,6,6,4,MPP,BM1077
GSE96769#SRR5354037,GSE96769,11.827,3034,13758,688,0.285815190294167,1,0.757558054622462,4306,13694,24068,6068,0,1,0.0142928369619412,6,8,8,5,MPP,BM0828
GSE96769#SRR5354227,GSE96769,7.843,2115,8011,1224,0.166438128480013,1,0.303401213171577,803,18464,24066,4799,30.3340050680883,4.2,0.0254300673148841,4,6,6,4,CMP,BM1077
GSE96769#SRR5354181,GSE96769,16.339,2921,10884,489,0.226325639426076,1,0.313288546616418,847,18309,24045,4889,34.150807410555,4.4,0.0101684341859014,5,7,7,7,CMP,BM1077
GSE96769#SRR5355036,GSE96769,15.517,3205,12483,1324,0.259856780049128,1,0.277742313012023,673,18798,24019,4548,0.670189197739972,1.8,0.0275615138015738,2,4,4,10,GMP,BM1214
GSE96769#SRR5354825,GSE96769,13.465,4141,14831,496,0.308901941181371,1,0.398625029130739,1368,17164,24006,5474,34.150807410555,4.4,0.0103307506456719,2,4,4,10,GMP,BM1077
GSE96769#SRR5355997,GSE96769,10.516,2172,8826,509,0.183852018497688,1,3.3857116754979,7844,5473,24003,10686,60.393509310075,5.8,0.0106028413115027,2,4,4,10,GMP-B,BM1137
GSE96769#SRR5354726,GSE96769,14.786,4047,15007,610,0.312945739667181,1,0.57474057533167,2309,15226,23977,6442,27.2595528988383,4,0.0127205238353422,6,8,8,5,CMP,BM0828
GSE96769#SRR5355808,GSE96769,12.404,3201,11504,1688,0.240146960587842,1,0.486962999751676,1859,16108,23952,5985,3.78217612492001,2.2,0.0352371409485638,2,4,4,6,UNK,BM0106
GSE96769#SRR5354900,GSE96769,13.241,3631,13668,852,0.285380214640665,1,0.250757338347436,504,19146,23947,4297,48.5122667096137,5.2,0.0177892846703136,2,4,4,10,GMP,BM1077
GSE96769#SRR5353507,GSE96769,14.886,2804,10657,471,0.222698207046433,1,0.361809903244166,1249,17570,23927,5108,0,0.8,0.00984243741380031,4,6,6,4,HSC,BM0106
GSE96769#SRR5354095,GSE96769,12.827,3025,11801,594,0.246748630452055,1,0.694035137432701,3362,14116,23913,6435,149.679180286994,9.6,0.0124200225818592,3,5,5,9,LMPP,BM0828
GSE96769#SRR5354158,GSE96769,14.858,3249,11824,1071,0.248226057018096,1,0.275614589470302,590,18671,23817,4556,129.399176684108,8.8,0.0224839400428266,5,7,7,7,CMP,BM1077
GSE96769#SRR5354149,GSE96769,9.107,3086,11492,1949,0.241337309420807,1,0.262273353833104,518,18862,23809,4429,0,1.6,0.0409299004578101,2,7,7,6,CMP,BM1077
GSE96769#SRR5355723,GSE96769,16.108,2904,11211,781,0.236110526094099,1,0.29223818854779,891,18372,23741,4478,8.03236603124673,2.6,0.0164483383176783,7,9,9,12,pDC,BM1214
GSE96769#SRR5354281,GSE96769,12.498,2796,10693,455,0.226230271230906,1,1.1245055735347,4772,11124,23633,7737,204.072890001178,11.6,0.00962636990648669,5,7,7,7,CMP,BM1137
GSE96769#SRR5354735,GSE96769,16.755,5263,18996,693,0.402850235398906,1,0.595952074730928,2205,14773,23577,6599,6.00148848943112,2.4,0.0146965262756076,6,8,8,8,CMP,BM0828
GSE96769#SRR5353983,GSE96769,18.59,3483,13686,653,0.290832589570317,1,0.732876712328767,4041,13578,23529,5910,13.0254962562359,3,0.0138764928386247,6,8,8,5,MPP,BM0828
GSE96769#SRR5356083,GSE96769,11.058,2915,10877,328,0.231859652114598,1,1.08850503071855,2395,11231,23456,9830,138.958742328041,9.2,0.00699181446111869,7,9,9,12,GMP-C,BM1137
GSE96769#SRR5353714,GSE96769,17.43,4982,18419,955,0.393433868762816,1,0.68269714614334,3788,13911,23408,5709,8.03236603124673,2.6,0.020399008885851,6,8,8,8,HSC,BM0828
GSE96769#SRR5355105,GSE96769,15.047,3769,13268,350,0.283455819518031,1,0.466875587590097,1362,15955,23404,6087,0,1.4,0.00747735429841053,5,1,1,1,MEP,BM1077
GSE96769#SRR5354132,GSE96769,15.858,3804,14020,401,0.300304159705265,1,0.400467962562995,2227,16668,23343,4448,268.131959800412,13.8,0.00858929871910209,3,5,5,9,LMPP,BM0828
GSE96769#SRR5356070,GSE96769,16.063,3707,13473,694,0.288649412974548,1,1.29501425902252,3776,10169,23338,9393,27.2595528988383,4,0.0148684548804525,2,4,4,10,GMP-C,BM1137
GSE96769#SRR5353826,GSE96769,21.825,5125,17534,650,0.376169226808547,1,0.334822451317297,1713,17460,23306,4133,56.5998267970962,5.6,0.0139449068909294,6,8,8,5,HSC,BM0828
GSE96769#SRR5354044,GSE96769,12.873,3296,13502,673,0.29010356237377,1,0.745630485334934,4091,13331,23271,5849,8.03236603124673,2.6,0.0144600575823987,6,8,8,5,MPP,BM0828
GSE96769#SRR5353807,GSE96769,17.192,4419,15513,386,0.333655955607175,1,0.513772221136941,2558,15357,23247,5332,10.2163264670234,2.8,0.00830214651352863,6,8,8,5,HSC,BM0828
GSE96769#SRR5354252,GSE96769,18.292,2023,7593,641,0.163953187078943,1,0.871494382930575,3934,12373,23156,6849,34.150807410555,4.4,0.013840905164968,5,3,3,3,CMP,BM1137
GSE96769#SRR5353424,GSE96769,15.154,3811,15427,750,0.333932204857353,1,0.32107520732056,944,17485,23099,4670,170.709637328076,10.4,0.0162344690246331,4,6,6,4,HSC,BM1077
GSE96769#SRR5354595,GSE96769,13.989,4161,14710,693,0.318425837734869,1,0.318755352554953,1663,17515,23098,3920,34.150807410555,4.4,0.0150012988137501,5,7,7,7,CMP,BM1137
GSE96769#SRR5354054,GSE96769,21.546,3830,13560,674,0.294577685088634,1,0.558504875406284,2294,14768,23016,5954,214.802147132132,12,0.0146419881821342,2,4,4,10,LMPP,BM0828
GSE96769#SRR5354032,GSE96769,17.058,3084,12734,638,0.277284208692623,1,0.779034632370032,4303,12907,22962,5752,24.2864110314365,3.8,0.0138925180733386,6,8,8,5,MPP,BM0828
GSE96769#SRR5355951,GSE96769,13.872,2732,11114,460,0.242082335003267,1,1.41504471330878,5928,9505,22955,7522,2.12914665014533,2,0.0100196035722065,2,4,4,10,GMP-A,BM1137
GSE96769#SRR5354097,GSE96769,14.134,3469,13307,718,0.290178376728161,1,0.816446169690248,3433,12623,22929,6873,52.1432588810927,5.4,0.0156570282175411,3,5,5,9,LMPP,BM0828
GSE96769#SRR5353896,GSE96769,12.827,3459,12045,1081,0.262887947968047,1,0.302906216231587,792,17583,22909,4534,0,1.6,0.0235933475926492,4,6,6,4,MPP,BM1077
GSE96769#SRR5354581,GSE96769,6.033,1496,7535,615,0.164569955881711,1,0.30392436065387,1523,17557,22893,3813,10.2163264670234,2.8,0.013432053466125,5,7,7,7,CMP,BM1137
GSE96769#SRR5353652,GSE96769,12.002,2376,9845,507,0.215304203297905,1,0.335455607476635,1021,17120,22863,4722,0,0,0.0110877837554127,4,6,6,4,HSC,BM0106
GSE96769#SRR5355024,GSE96769,18.949,3445,13191,676,0.289390548900882,1,0.416293810589113,1823,16092,22791,4876,209.420191619733,11.8,0.0148304155148962,2,4,4,10,GMP,BM1214
GSE96769#SRR5354566,GSE96769,12.03,2017,7828,522,0.172316632913622,1,0.434779862295496,2314,15831,22714,4569,119.09787921549,8.4,0.0114907105749758,5,7,7,7,CMP,BM1137
GSE96769#SRR5353819,GSE96769,20.159,3838,14240,742,0.315155807365439,1,0.583514403869068,3061,14267,22592,5264,64.2573145843968,6,0.0164217422096317,6,8,8,5,HSC,BM0828
GSE96769#SRR5355060,GSE96769,16.55,3527,13165,515,0.292347663883461,1,0.390048154093098,1434,16198,22516,4884,262.442694081536,13.6,0.0114363119559424,2,4,4,10,GMP,BM1214
GSE96769#SRR5353678,GSE96769,15.12,3604,13286,496,0.296284733062754,1,0.570098039215686,3151,14280,22421,4990,187.201044591657,11,0.0110610588287766,6,8,8,5,HSC,BM0828
GSE96769#SRR5355461,GSE96769,12.797,2501,9754,471,0.217577515056882,1,0.287626378676471,670,17408,22415,4337,52.1432588810927,5.4,0.0105063573499888,8,10,10,13,CLP,BM1077
GSE96769#SRR5355848,GSE96769,16.642,2807,9992,644,0.223005847431148,1,0.435169762972454,1274,15610,22403,5519,204.072890001178,11.6,0.0143730750345936,2,4,4,6,UNK,BM0106
GSE96769#SRR5355248,GSE96769,16.817,3397,12228,535,0.273104926966543,1,0.731399845320959,2929,12930,22387,6528,0,0.4,0.0119488989145486,1,2,2,2,MEP,BM0828
GSE96769#SRR5353729,GSE96769,16.506,3601,12570,586,0.28108228980322,1,0.631878557874763,3293,13702,22360,5365,21.4194777108615,3.6,0.0131037567084079,6,8,8,5,HSC,BM0828
GSE96769#SRR5354345,GSE96769,10.243,3052,13253,667,0.296474430674243,1,0.294509440518939,766,17266,22351,4319,209.420191619733,11.8,0.0149210326159903,5,7,7,7,CMP,BM1077
GSE96769#SRR5355186,GSE96769,7.178,1798,8762,448,0.19602666785986,1,0.375831076089633,1049,16244,22349,5056,0.670189197739972,1.8,0.010022819812967,5,1,1,1,MEP,BM1077
GSE96769#SRR5355546,GSE96769,9.866,1669,7041,197,0.157523826569421,1,0.933806351129186,3498,11557,22349,7294,0,1.4,0.00440735603382702,8,10,10,13,CLP,BM0828
GSE96769#SRR5354412,GSE96769,11.595,1944,7822,439,0.175098495702006,1,0.786451251699592,3087,12503,22336,6746,232.25106339091,12.6,0.00982718481375358,5,7,7,7,CMP,BM1077
GSE96769#SRR5353558,GSE96769,19.615,3992,13696,701,0.306796290488777,1,0.319754035357417,815,16913,22321,4593,64.2573145843968,6,0.0157027014918686,4,6,6,4,HSC,BM0106
GSE96769#SRR5354469,GSE96769,21.05,4167,14329,610,0.322420233112821,1,0.154277699859748,368,19251,22221,2602,6.00148848943112,2.4,0.0137257549165204,5,7,7,7,CMP,BM1214
GSE96769#SRR5355759,GSE96769,9.853,1035,3756,756,0.0846136517233611,1,0.424399948658709,448,15582,22195,6165,0,0,0.0170308628069385,7,9,9,12,pDC,BM1214
GSE96769#SRR5354538,GSE96769,16.992,3295,11870,422,0.268941453688599,1,0.569894002987835,2145,14057,22068,5866,129.399176684108,8.8,0.00956135580931666,5,7,7,7,CMP,BM1137
GSE96769#SRR5353869,GSE96769,13.938,3266,12139,1108,0.275535681859452,1,0.347360694843721,902,16349,22028,4777,10.2163264670234,2.8,0.0251498093335755,4,6,6,4,MPP,BM1077
GSE96769#SRR5354321,GSE96769,15.698,2632,9759,675,0.221724905711819,1,1.13204805270296,3504,10322,22007,8181,104.537117224778,7.8,0.0153360294451765,5,3,3,3,CMP,BM1137
GSE96769#SRR5355720,GSE96769,21.239,4226,14698,496,0.334303780193786,1,0.16899760701941,462,18805,21983,2716,0,0.8,0.0112814447527635,7,9,9,12,pDC,BM1214
GSE96769#SRR5355503,GSE96769,32.813,4706,17072,248,0.388388388388388,1,0.565161657883492,2475,14042,21978,5461,0,0.8,0.00564200564200564,8,10,10,13,CLP,BM0828
GSE96769#SRR5354621,GSE96769,16.037,1968,7605,517,0.1730926802622,1,0.379379630792415,1761,15926,21968,4281,86.2463177297518,7,0.011767115804807,5,7,7,7,CMP,BM1137
GSE96769#SRR5354510,GSE96769,14.873,4206,14817,662,0.337547840349918,1,0.257260697714384,1157,17457,21948,3334,24.2864110314365,3.8,0.0150811007836705,5,7,7,7,CMP,BM1214
GSE96769#SRR5353825,GSE96769,16.639,3840,14832,589,0.338352039419655,1,0.484054438350599,2525,14769,21918,4624,81.2040385956534,6.8,0.0134364449311069,6,8,8,8,HSC,BM0828
GSE96769#SRR5353500,GSE96769,18.149,2997,11668,818,0.267063401235981,1,0.417126175802789,1115,15415,21845,5315,44.959431197314,5,0.0187228198672465,4,6,6,4,HSC,BM0106
GSE96769#SRR5355090,GSE96769,17.282,3203,11576,565,0.264957656214237,1,0.397543343356151,1570,15631,21845,4644,226.761781130462,12.4,0.0129320210574502,2,4,4,10,GMP,BM1214
GSE96769#SRR5354760,GSE96769,12.686,3293,12358,643,0.283245473298189,1,0.996430859339251,3953,10927,21815,6935,8.03236603124673,2.6,0.0147375658950264,6,8,8,8,CMP,BM0828
GSE96769#SRR5354785,GSE96769,22.611,5127,17406,716,0.399660176340926,1,0.231047543671208,419,17689,21776,3668,0,0.2,0.0164401175606172,6,8,8,8,CMP,BM0828
GSE96769#SRR5353653,GSE96769,11.867,3308,11545,523,0.265146295530752,1,0.442743538767396,1539,15090,21771,5142,2.12914665014533,2,0.0120113913003537,4,6,6,4,HSC,BM0106
GSE96769#SRR5353990,GSE96769,20.548,3580,12932,719,0.299171794753158,1,0.625159786450109,3287,13299,21613,5027,100.094830670205,7.6,0.01663350761116,6,8,8,5,MPP,BM0828
GSE96769#SRR5353907,GSE96769,13.732,3301,13497,824,0.313460913186864,1,0.323232944068838,783,16270,21529,4476,52.1432588810927,5.4,0.0191369780296344,4,6,6,4,MPP,BM1077
GSE96769#SRR5354148,GSE96769,10.55,2616,9841,651,0.228839177750907,1,0.381166495375128,769,15568,21502,5165,77.0681046605969,6.6,0.0151381266858897,5,7,7,7,CMP,BM1077
GSE96769#SRR5354812,GSE96769,20.845,3158,11591,1157,0.271388433622103,1,0.640168970814132,2923,13020,21355,5412,68.9833776317205,6.2,0.0270896745492859,2,4,4,10,CMP,BM0828
GSE96769#SRR5353969,GSE96769,24.106,4492,16408,742,0.384640630127995,1,0.734065040650406,3789,12300,21329,5240,0,0.2,0.017394158188382,6,8,8,8,MPP,BM0828
GSE96769#SRR5353568,GSE96769,11.105,1845,7966,512,0.186819887429644,1,0.306452601262332,943,16319,21320,4058,0,0.2,0.0120075046904315,4,6,6,4,HSC,BM0106
GSE96769#SRR5353743,GSE96769,14.917,3661,13280,618,0.31160542493782,1,0.566607851786502,3212,13602,21309,4495,134.156295512094,9,0.0145009151062931,6,8,8,5,HSC,BM0828
GSE96769#SRR5354765,GSE96769,19.26,3978,14335,760,0.336818609022556,1,0.706769329483478,2743,12468,21280,6069,0,1.4,0.0178571428571429,6,8,8,8,CMP,BM0828
GSE96769#SRR5354605,GSE96769,16.819,3856,13588,693,0.319537202520929,1,0.158187166357991,328,18358,21262,2576,109.031695862186,8,0.0162966795221522,5,7,7,7,CMP,BM1137
GSE96769#SRR5353456,GSE96769,13.079,2642,9805,560,0.230673316708229,1,0.370542335719353,1163,15507,21253,4583,0,1.2,0.0131746106432033,4,6,6,4,HSC,BM1077
GSE96769#SRR5355884,GSE96769,20.695,3501,13313,742,0.314074738133434,1,0.357893388006151,326,15608,21194,5260,204.072890001178,11.6,0.0175049542323299,2,4,4,10,GMP-A,BM1137
GSE96769#SRR5356118,GSE96769,19.049,2857,10627,904,0.250802416690267,1,1.2918649935093,2566,9244,21186,9376,15.5134601238647,3.2,0.0213348437647503,2,4,4,10,GMP-C,BM1137
GSE96769#SRR5355725,GSE96769,18.07,2546,9474,638,0.223929280514324,1,0.205768353853169,282,17544,21154,3328,3.78217612492001,2.2,0.0150798903280703,7,9,9,12,pDC,BM1214
GSE96769#SRR5354648,GSE96769,21.216,3675,13787,479,0.327155806558777,1,1.06033049770216,2617,10227,21071,8227,94.8349274771782,7.4,0.0113663328745669,5,7,7,7,CMP,BM1214
GSE96769#SRR5353685,GSE96769,19.34,5020,17795,811,0.422503442708581,1,0.584574868322047,3082,13290,21059,4687,0,0.4,0.0192554252338668,6,8,8,8,HSC,BM0828
GSE96769#SRR5353510,GSE96769,14.906,2725,9772,487,0.232080938583575,1,0.301576506955178,765,16175,21053,4113,0,0.4,0.0115660475941671,4,6,6,4,HSC,BM0106
GSE96769#SRR5354892,GSE96769,14.865,3896,14108,953,0.335760864391451,1,0.254118911174785,513,16752,21009,3744,21.4194777108615,3.6,0.0226807558665334,2,4,4,10,GMP,BM1077
GSE96769#SRR5354470,GSE96769,21.577,2844,9746,580,0.232335272241823,1,0.227698431280731,349,17084,20974,3541,8.03236603124673,2.6,0.013826642509774,5,7,7,7,CMP,BM1214
GSE96769#SRR5355238,GSE96769,18.794,3075,10810,542,0.257835233506655,1,0.61390407267688,2056,12989,20963,5918,0,1.2,0.0129275389972809,1,2,2,2,MEP,BM0828
GSE96769#SRR5355541,GSE96769,11.844,1274,5811,506,0.138647642679901,1,0.421420335074273,1646,14743,20956,4567,0,1.2,0.0120729146783737,8,10,10,13,CLP,BM0828
GSE96769#SRR5354009,GSE96769,16.395,4148,15988,845,0.382469738290034,1,0.692936983638425,3406,12346,20901,5149,0,1.6,0.0202143438113009,6,8,8,8,MPP,BM0828
GSE96769#SRR5355026,GSE96769,16.955,3425,12967,666,0.310616586020218,1,0.382043302655102,1299,15103,20873,4471,286.53493333974,14.4,0.0159536242993341,2,4,4,10,GMP,BM1214
GSE96769#SRR5354624,GSE96769,23.918,3382,11818,669,0.283120118825164,1,0.313715616541827,694,15887,20871,4290,30.3340050680883,4.2,0.016027023142159,5,1,1,1,CMP,BM1137
GSE96769#SRR5354821,GSE96769,17.368,3482,12780,550,0.306916426512968,1,0.263963088878096,473,16472,20820,3875,37.4329236451007,4.6,0.0132084534101825,2,4,4,10,GMP,BM1077
GSE96769#SRR5354120,GSE96769,17.451,3058,11531,516,0.276934530957299,1,0.474955720864329,2063,14115,20819,4641,52.1432588810927,5.4,0.0123925260579279,3,5,5,9,LMPP,BM0828
GSE96769#SRR5355567,GSE96769,15.999,2642,9911,456,0.23903815541942,1,0.462298088453128,1887,14177,20731,4667,0,1.4,0.0109980222854662,8,10,10,13,CLP,BM0828
GSE96769#SRR5354289,GSE96769,16.646,4077,14736,513,0.355959225083337,1,0.543894980234206,1367,13407,20699,5925,8.03236603124673,2.6,0.0123919029904826,6,8,8,8,CMP,BM1137
GSE96769#SRR5353427,GSE96769,12.562,3394,12191,1092,0.295396171553186,1,0.377595300086788,1123,14979,20635,4533,60.393509310075,5.8,0.0264598982311606,4,6,6,4,HSC,BM1077
GSE96769#SRR5353444,GSE96769,7.892,1375,5799,586,0.141046845356813,1,0.352879236590984,1004,15195,20557,4358,0,0,0.0142530524882035,4,6,6,4,HSC,BM1077
GSE96769#SRR5354905,GSE96769,11.559,3228,12530,574,0.305684313247133,1,0.354683059025712,563,15129,20495,4803,170.709637328076,10.4,0.0140034154671871,2,4,4,10,GMP,BM1077
GSE96769#SRR5354405,GSE96769,14.771,2939,11041,450,0.270851731920322,1,0.335561234519363,1073,15261,20382,4048,40.8032934724359,4.8,0.0110391521931116,5,7,7,7,CMP,BM1077
GSE96769#SRR5354244,GSE96769,17.567,2830,10941,592,0.269562432245984,1,2.03938894713195,4931,6677,20294,8686,81.2040385956534,6.8,0.0145855918005322,5,3,3,3,CMP,BM1137
GSE96769#SRR5353910,GSE96769,13.559,2643,10269,636,0.253919192918253,1,0.3324327886136,722,15176,20221,4323,24.2864110314365,3.8,0.0157262252114139,4,6,6,4,MPP,BM1077
GSE96769#SRR5353711,GSE96769,15.241,2817,10604,692,0.262358355188282,1,0.664251008811661,3074,12143,20209,4992,8.03236603124673,2.6,0.0171210846652482,6,8,8,5,HSC,BM0828
GSE96769#SRR5354831,GSE96769,15.901,1606,5986,500,0.148853633063112,1,0.82508849959154,1807,11017,20107,7283,34.150807410555,4.4,0.0124334808773064,2,4,4,10,GMP,BM1077
GSE96769#SRR5354110,GSE96769,16.012,3186,12522,504,0.311539035676967,1,0.463196214051693,1808,13735,20097,4554,187.201044591657,11,0.0125391849529781,3,5,5,9,LMPP,BM0828
GSE96769#SRR5354673,GSE96769,22.672,2954,11047,550,0.275047306045215,1,1.05043904431284,2890,9794,20082,7398,48.5122667096137,5.2,0.0136938551937058,5,7,7,7,CMP,BM1214
GSE96769#SRR5354473,GSE96769,19.54,3582,12696,422,0.31665585873198,1,0.233813392417528,478,16248,20047,3321,15.5134601238647,3.2,0.0105252656257794,5,7,7,7,CMP,BM1214
GSE96769#SRR5355727,GSE96769,17.974,2723,9908,766,0.247724772477248,1,0.355061661471744,427,14758,19998,4813,0.670189197739972,1.8,0.0191519151915192,7,9,9,12,pDC,BM1214
GSE96769#SRR5355466,GSE96769,13.475,2858,10196,418,0.255053031819091,1,0.304444299419174,533,15323,19988,4132,0,0.2,0.0104562737642586,8,10,10,13,CLP,BM1077
GSE96769#SRR5354891,GSE96769,14.532,3185,11875,588,0.297633966614868,1,0.291364577938892,568,15448,19949,3933,0,1,0.0147375808311194,2,4,4,10,GMP,BM1077
GSE96769#SRR5353734,GSE96769,15.771,2899,11236,524,0.282113086270965,1,0.566921079549925,2873,12709,19914,4332,21.4194777108615,3.6,0.0131565732650397,6,8,8,5,HSC,BM0828
GSE96769#SRR5354297,GSE96769,6.515,510,2371,581,0.0595369626355966,1,2.54558404558405,3330,5616,19912,10966,0,1.4,0.0145891924467658,5,3,3,3,CMP,BM1137
GSE96769#SRR5356021,GSE96769,20.303,2553,9117,2217,0.229127921588339,1,0.889902156359837,2657,10527,19895,6711,77.0681046605969,6.6,0.0557175169640613,2,4,4,11,GMP-B,BM1137
GSE96769#SRR5353850,GSE96769,14.266,2961,11006,517,0.277620825345576,1,0.540290620871863,2541,12869,19822,4412,0,1.6,0.0130410654827969,6,8,8,5,HSC,BM0828
GSE96769#SRR5353412,GSE96769,15.619,3155,11619,536,0.293246176366665,1,0.280690413084233,610,15469,19811,3732,40.8032934724359,4.8,0.0135278380697592,4,6,6,4,HSC,BM1077
GSE96769#SRR5355743,GSE96769,12.143,2551,8516,380,0.214996213077506,1,0.343987513572204,310,14736,19805,4759,0,0.6,0.00959353698560969,7,9,9,12,pDC,BM1214
GSE96769#SRR5355535,GSE96769,17.345,3311,11744,536,0.296805499393449,1,0.739099859353024,2549,11376,19784,5859,0,0.4,0.0135463000404367,8,10,10,13,CLP,BM0828
GSE96769#SRR5353920,GSE96769,9.721,2268,9506,946,0.240293225480283,1,0.314984709480122,695,15042,19780,4043,0,0.8,0.0239130434782609,4,6,6,4,MPP,BM1077
GSE96769#SRR5354552,GSE96769,14.909,2989,10615,532,0.268475896605797,1,0.317494168610463,1053,15005,19769,3711,60.393509310075,5.8,0.0134554099853306,5,7,7,7,CMP,BM1137
GSE96769#SRR5354578,GSE96769,16.417,2653,10097,470,0.256035094837205,1,0.934085335948995,3353,10195,19718,6170,134.156295512094,9,0.0119180444264124,5,7,7,7,CMP,BM1137
GSE96769#SRR5355516,GSE96769,25.345,3379,11830,596,0.300116697955249,1,0.785720757452206,2810,11037,19709,5862,0,1,0.0151199959409407,8,10,10,13,CLP,BM0828
GSE96769#SRR5353901,GSE96769,13.827,3254,12258,546,0.311116751269036,1,0.214475063189692,433,16221,19700,3046,204.072890001178,11.6,0.0138578680203046,5,7,7,7,MPP,BM1077
GSE96769#SRR5354874,GSE96769,14.013,3241,12265,537,0.312293120130366,1,0.291652963230941,651,15203,19637,3783,256.783490851897,13.4,0.0136731679991852,2,4,4,10,GMP,BM1077
GSE96769#SRR5355826,GSE96769,16.13,1735,6093,1220,0.155243579290664,1,0.495617712064629,1593,13121,19624,4910,2.12914665014533,2,0.0310843864655524,2,4,4,6,UNK,BM0106
GSE96769#SRR5356143,GSE96769,19.223,3650,15261,428,0.390047538721055,1,0.998059442345011,3025,9791,19563,6747,0,0.8,0.0109390175330982,2,4,4,10,GMP-C,BM1137
GSE96769#SRR5353928,GSE96769,9.503,1982,8105,580,0.207278400081837,1,0.197684391080617,328,16324,19551,2899,0,0.4,0.0148330008695207,4,6,6,4,MPP,BM1077
GSE96769#SRR5355358,GSE96769,6.648,1447,6859,314,0.175430968335976,1,1.00440889982569,3221,9753,19549,6575,8.03236603124673,2.6,0.00803110133510665,5,1,1,1,MEP,BM4983
GSE96769#SRR5354727,GSE96769,9.422,1004,3717,663,0.0951466748579327,1,1.08019169329073,2537,9390,19533,7606,3.78217612492001,2.2,0.0169712793733681,6,8,8,5,CMP,BM0828
GSE96769#SRR5355006,GSE96769,13.685,1783,6395,505,0.163965950464079,1,1.45233903420523,6351,7952,19501,5198,0,1.6,0.0129480539459515,2,4,4,10,GMP,BM0828
GSE96769#SRR5353884,GSE96769,12.169,2409,9207,645,0.236198050282196,1,0.269541427826993,495,15352,19490,3643,0,0.4,0.0165469471523858,4,6,6,4,MPP,BM1077
GSE96769#SRR5353551,GSE96769,13.619,2916,10130,396,0.260290867978827,1,0.217633439709655,492,15981,19459,2986,0,0.8,0.0101752402487281,4,6,6,4,HSC,BM0106
GSE96769#SRR5353391,GSE96769,12.722,2435,8971,754,0.230664403990538,1,0.457611873172926,983,13341,19446,5122,24.2864110314365,3.8,0.0193870204669341,4,6,6,4,HSC,BM1077
GSE96769#SRR5353514,GSE96769,19.137,3798,12476,502,0.320851764221788,1,0.290969455511288,670,15060,19442,3712,209.420191619733,11.8,0.0129101944244419,4,6,6,4,HSC,BM0106
GSE96769#SRR5353420,GSE96769,8.705,1943,7956,1126,0.204682274247492,1,0.347033545883005,950,14428,19435,4057,0,0.8,0.0289683560586571,4,6,6,4,HSC,BM1077
GSE96769#SRR5353958,GSE96769,18.011,3520,12335,522,0.317846835703979,1,0.647898089171975,2756,11775,19404,4873,0,1.2,0.0134508348794063,6,8,8,5,MPP,BM0828
GSE96769#SRR5353915,GSE96769,10.209,2552,10147,854,0.262821176958143,1,0.375712656784493,972,14032,19304,4300,68.9833776317205,6.2,0.0221197679237464,4,6,6,4,MPP,BM1077
GSE96769#SRR5354641,GSE96769,15.135,1949,8255,392,0.21523178807947,1,1.31830270793037,1837,8272,19177,9068,198.760802558071,11.4,0.0102205767325442,5,7,7,7,CMP,BM1214
