"","UMAP_1","UMAP_2"
"SRR5355245",-4.67757342944463,0.234938030746203
"SRR5355118",-3.39819549212773,-1.36525093981959
"SRR5354410",-2.18165062556584,-0.74327694842555
"SRR5354701",-0.854042040208176,1.66267994573377
"SRR5354456",-2.72897552142461,-0.551116342041273
"SRR5355085",1.08089224805515,-0.658142919037123
"SRR5355067",1.51300562729518,-2.59095465609767
"SRR5353540",-0.948084937432602,2.54357815315984
"SRR5354717",-3.10238336215337,-0.800918693039198
"SRR5355523",2.72162402977626,1.57235557368062
"SRR5354824",1.31357572784106,-2.49781357714869
"SRR5356117",2.25154413094203,-1.98384940097072
"SRR5353596",-0.816168295243576,2.49344260027669
"SRR5356098",1.48102088083904,-1.38287889430263
"SRR5354406",-1.71156834254582,-2.04799830386378
"SRR5353409",-0.609337316850021,2.69758058121465
"SRR5354397",-3.03771184573491,-0.912897700760145
"SRR5356149",3.081208480498,-2.1168297476504
"SRR5354416",-2.36627458224614,-1.5722433275912
"SRR5354402",-1.21614049563725,-1.23155605265834
"SRR5354783",-1.28939818034489,0.460342770126085
"SRR5355898",0.711177555820152,-1.330404872391
"SRR3986109",0.715777201553985,1.39141667416356
"SRR5354631",-0.700509654382065,2.54721338084004
"SRR3986111",0.688432527681991,1.23288864424489
"SRR5356147",3.11427999844234,-2.17716967532374
"SRR5355870",0.743753937980339,-1.80288254687526
"SRR5356106",2.49366296639125,-2.14634596774318
"SRR5353634",-0.596429573396042,2.30361825754903
"SRR5353516",-0.734290348389938,1.3990154319074
"SRR5355708",4.85069013943355,-1.61669098803737
"SRR5354628",0.0848114620653838,-1.22674929568507
"SRR5355246",-4.67791579852422,0.205502157714586
"SRR5356139",6.09505869259517,-1.04911338755824
"SRR5354481",0.583451373478577,-0.188589686844129
"SRR5355751",5.22603489269893,-1.53179490039088
"SRR5355229",-4.13728688845952,-0.974294776413221
"SRR5355275",-4.72557281146367,-0.254173631164808
"SRR5354313",-2.5006790030988,-1.21547638842799
"SRR5353835",-2.06521891246159,2.04774031570218
"SRR5354387",-2.2279305327924,-1.31517517039515
"SRR5355062",0.636616719862625,-1.0358835406039
"SRR3986180",2.44996775498073,-4.66708504626491
"SRR5356007",1.68095786680858,-1.53275548884608
"SRR5355261",-3.77231191287358,-0.00727545687891951
"SRR5354287",-4.24262403140385,-0.971259469482679
"SRR5355679",5.63922668804805,-0.901522273514051
"SRR5354429",-1.89146803508122,-0.443900699112196
"SRR5356126",2.89530850758235,-2.09488188693263
"SRR5354008",-4.31314300189336,0.132810121085863
"SRR5355923",0.577635897299454,-1.96354972789027
"SRR5356041",2.51426173557918,-0.947475785705824
"SRR5355925",0.261282993456528,-1.00596320101954
"SRR3986102",0.435708535811111,-1.07007467219569
"SRR5353593",-0.24392543921788,2.40016726186536
"SRR5355259",-4.3877422679456,-0.497863406631727
"SRR3986071",0.656081570288345,0.255665784385424
"SRR5355236",-4.51034663806279,0.127507095840197
"SRR5355657",5.39751459469478,-1.77143251368739
"SRR5355120",-3.11269639621098,-0.782825822326918
"SRR5355882",0.460766864916489,-0.672075147125502
"SRR5353615",-0.921887503960922,2.16698904862664
"SRR5354513",-2.33036731372197,-0.958213443252821
"SRR5354434",-0.122524367669418,0.0491451077725698
"SRR5355039",1.87444235195796,-2.64578854510524
"SRR5354081",1.71723361124675,0.799685721900683
"SRR3986181",2.29077781548183,-4.53437745043971
"SRR5355671",5.77452732433955,-1.17993032405116
"SRR5355240",-4.36213515887578,-0.0306136555407237
"SRR5355947",0.58437855353038,-0.849280232879896
"SRR5354184",-1.18340300212224,-0.249327058288832
"SRR5354909",0.749995542666122,-0.606413716766615
"SRR5354611",-1.82508205066045,-1.48482453295924
"SRR5356055",3.25179864277522,-0.620942229721327
"SRR5355068",1.88297505488078,-2.46001135775783
"SRR5353550",-0.210339294770554,1.9575730465915
"SRR5355511",2.41741098274867,1.44683093359731
"SRR5354508",-2.65433882365544,-1.47161447474696
"SRR5355017",0.691526560088798,-1.64365922877528
"SRR5355126",-4.05110190997441,-1.26175438830592
"SRR5355999",0.934458744222477,-2.56460606524684
"SRR5354326",-2.75643514285405,-1.34824120471217
"SRR5354330",-1.22326444278081,-0.216070765945692
"SRR5354398",-3.54750846515019,-0.343009108993788
"SRR5354307",-2.13178132663091,0.208878880050402
"SRR5355280",-4.86807464251836,-0.204361075851698
"SRR5355231",-4.67481349597295,0.183952932861071
"SRR5354503",-0.213998543122604,1.16110897591374
"SRR5356132",2.52311004509608,-1.87124525973536
"SRR5355290",-4.88403676638921,-0.0370132870409678
"SRR5353498",-0.751889454224899,2.45069003632329
"SRR5355942",1.02769560923259,-1.27263080546596
"SRR5355500",2.11875988354366,1.04022795489095
"SRR5353509",-0.834150778153732,2.32317966749928
"SRR5354140",1.0618299823014,0.534711962249498
"SRR5354285",-2.47913955340703,-0.933115119430799
"SRR5356010",2.03579093327205,-1.28304826686122
"SRR5355111",-4.20152352938969,-1.43171417186
"SRR5355223",-4.51219724307378,-0.0189437813494395
"SRR5355278",-4.31430362353642,-0.41675221392848
"SRR5355499",1.9315434824435,0.892151480224352
"SRR5355695",5.28161503185908,-1.66069995829799
"SRR5356064",1.83352888931911,-0.206652278396864
"SRR5355130",-4.50549625048955,-0.933111304733534
"SRR5355018",0.992469800612137,-2.3641031927798
"SRR5354484",-0.280934320786789,3.31025350621007
"SRR5355985",2.8798655401675,-2.0367642588351
"SRR3986065",0.536134524246857,1.64446217348836
"SRR5355625",5.8686692844836,-1.12029969165065
"SRR5353982",-2.50873182902654,0.541573172118883
"SRR5356085",1.35425986160915,-1.40238797137477
"SRR5354282",-2.65161679873784,-0.335694426986952
"SRR5355746",5.49293924679439,-1.77877580592372
"SRR3986105",1.00442400386016,-0.0323637671206187
"SRR5355207",-4.64923452029546,-0.14317929217555
"SRR5354433",-2.17990683207829,-0.980680579635878
"SRR5354771",-2.2545282710584,0.283674722221117
"SRR5356013",2.78658653607051,-1.50916325518825
"SRR5356112",1.31286702861469,-2.07872187564113
"SRR5355119",-4.45220588336308,-1.12304984996058
"SRR5353388",0.00797493567149343,1.69287372162602
"SRR5355088",2.00358809342067,-1.83781682917811
"SRR5354270",1.00556587239186,-1.53136240908839
"SRR5353974",-2.6178710330518,0.29024982979558
"SRR5355077",1.07244455625694,-1.89060174891688
"SRR5355152",-4.16015838275273,-1.69494211146571
"SRR5355748",4.99616934170406,-1.75080358454921
"SRR5355578",2.79303075184505,1.72134960224889
"SRR5354679",-2.86271046290715,-1.00944864222743
"SRR5355589",5.45278669705074,-1.58340012500026
"SRR5355035",1.37633336891811,-1.51701127955653
"SRR5355197",-4.07823823581059,-0.128390902969618
"SRR3986078",0.779038054844543,0.441255574729662
"SRR5355159",-4.16725276599248,-1.45017039248683
"SRR5354348",0.277459276816055,-1.37885987231471
"SRR5356048",3.40456272473018,-0.656054133865614
"SRR5354294",-3.20609496722539,-0.584815854522962
"SRR5353528",-0.889191614487961,3.67423356106542
"SRR3986061",1.00940915753524,0.609746342208605
"SRR5353811",-1.53244136462529,2.03357398292087
"SRR5353640",-0.303338395455673,1.05704653790257
"SRR5354016",-1.85559581408818,0.811329370048266
"SRR5354722",-2.21969078669865,-0.17884242007472
"SRR5355226",-4.54815124163945,-0.101083392593641
"SRR5354135",1.76241202463786,1.45923916032575
"SRR5355040",1.6056162845103,-2.33385788867213
"SRR5354339",-0.651983367303207,0.422340159919481
"SRR5356145",1.82050497641246,-2.34652649829127
"SRR5354361",-0.536216245988205,-1.04381381938197
"SRR5354265",-1.77023457179387,-0.370768660995741
"SRR3986138",2.39708138813655,-4.69348418185451
"SRR5354454",-2.99625443110783,-0.80104815432765
"SRR5356023",1.59388775934856,-0.734840268585462
"SRR5356116",1.90454585661571,-1.46166169116237
"SRR5354105",1.45522649397533,0.615000730064135
"SRR5354346",0.100735498568222,-0.998803491089125
"SRR5355087",1.43701992740314,-1.33703004786708
"SRR5354133",1.19835887660663,1.13167268564961
"SRR3986095",0.592446101805374,1.4304464810159
"SRR3986088",-0.065119849541977,1.15185910990499
"SRR5355764",5.58101583828609,-1.16959344813563
"SRR5354586",-1.62464402804692,-0.507946366760511
"SRR5355880",0.492522967955276,-1.73391496607997
"SRR5353563",-0.361122118333176,2.9256552510526
"SRR5355639",5.78449560513179,-1.67794715831019
"SRR5356119",2.35399199833553,-1.78624593684413
"SRR3986205",2.1712359320132,-4.26212584445216
"SRR5354634",-0.289759742120102,0.71624601414464
"SRR5355769",5.28956247677486,-1.32279931971766
"SRR5354893",1.03779094477575,-1.95998846957423
"SRR5355284",-4.8011591304334,0.053882961776476
"SRR3986145",2.46863652577083,-4.46162640521266
"SRR5355156",-4.03353332171758,-1.60549151370265
"SRR5355201",-4.40161203036626,0.0356526427533437
"SRR5356078",1.51640613188426,0.280493383910875
"SRR5354053",1.36291886677425,0.924675171878557
"SRR5354278",-1.51164983401616,-0.462179297897596
"SRR5355933",0.842058068117306,-1.77876173922755
"SRR5355011",1.41202367653529,-1.23640071818568
"SRR5356107",2.4785131346194,-2.10769545504786
"SRR5354337",-3.2994706500562,-1.05546390483119
"SRR5355545",3.0176680218188,1.60311395457051
"SRR5354371",-2.5200676787885,-0.403864497635145
"SRR5353602",-0.534205662110642,0.225684528854113
"SRR5355750",5.75014473309199,-1.31077920863368
"SRR5354754",-2.2175032962354,0.841898565795641
"SRR5355009",1.16803355326335,-1.6761149115298
"SRR5353744",-2.08852146754582,1.90679873308204
"SRR5355575",2.52758134712856,1.70976047745011
"SRR5355690",5.4139926563708,-1.88933741519191
"SRR5354126",1.0535551216213,0.812503581550341
"SRR5355706",5.55002762188594,-1.19001542994716
"SRR5355023",1.15845079531352,-1.70351850459315
"SRR5354807",-1.28674696574529,2.00941012581847
"SRR5353737",-1.54765294680913,2.21368831923268
"SRR5353564",-0.260855900147751,3.6417082600858
"SRR5355948",0.963829766934916,-1.48060714671351
"SRR5354098",1.11362242510001,0.809806113746386
"SRR5354442",-0.386787878373459,0.931042199638109
"SRR5354400",-0.635276543000534,-1.20199977824428
"SRR5354131",1.74593062510173,1.09939384987615
